% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Time (s), Ch 1 (V)
7.617246000000e-03, 2.3814183576e-03
7.812560000000e-03, 2.6460203973e-03
8.007874000000e-03, 2.6460203973e-03
8.203188000000e-03, 2.9106224371e-03
8.398502000000e-03, 2.6460203973e-03
8.593816000000e-03, 1.8522142781e-03
8.789130000000e-03, 3.1752244768e-03
8.984444000000e-03, 2.9106224371e-03
9.179758000000e-03, 9.7902754701e-03
9.375072000000e-03, 4.2336326357e-03
9.570386000000e-03, 3.9690305960e-03
9.765700000000e-03, 4.2336326357e-03
9.961014000000e-03, 5.2920407947e-03
1.015632800000e-02, 5.0274387549e-03
1.035164200000e-02, 5.2920407947e-03
1.054695600000e-02, 5.8212448741e-03
1.074227000000e-02, 6.0858469139e-03
1.093758400000e-02, 5.8212448741e-03
1.113289800000e-02, 6.6150509933e-03
1.132821200000e-02, 6.3504489536e-03
1.152352600000e-02, 1.8522142781e-03
1.171884000000e-02, 6.3504489536e-03
1.191415400000e-02, 8.2026632317e-03
1.210946800000e-02, 6.0858469139e-03
1.230478200000e-02, 6.8796530331e-03
1.250009600000e-02, 7.4088571125e-03
1.269541000000e-02, 6.8796530331e-03
1.289072400000e-02, 6.3504489536e-03
1.308603800000e-02, 6.6150509933e-03
1.328135200000e-02, 6.3504489536e-03
1.347666600000e-02, 5.8212448741e-03
1.367198000000e-02, 5.5566428344e-03
1.386729400000e-02, 5.0274387549e-03
1.406260800000e-02, 5.5566428344e-03
1.425792200000e-02, 5.2920407947e-03
1.445323600000e-02, 4.4982346755e-03
1.464855000000e-02, 3.7044285563e-03
1.484386400000e-02, 4.2336326357e-03
1.503917800000e-02, 4.2336326357e-03
1.523449200000e-02, 3.1752244768e-03
1.542980600000e-02, 3.7044285563e-03
1.562512000000e-02, 2.1168163179e-03
1.582043400000e-02, 2.9106224371e-03
1.601574800000e-02, 3.1752244768e-03
1.621106200000e-02, 2.1168163179e-03
1.640637600000e-02, 2.1168163179e-03
1.660169000000e-02, 1.8522142781e-03
1.679700400000e-02, 2.3814183576e-03
1.699231800000e-02, 2.3814183576e-03
1.718763200000e-02, 7.9380611920e-04
1.738294600000e-02, 1.8522142781e-03
1.757826000000e-02, 1.5876122384e-03
1.777357400000e-02, 1.3230101987e-03
1.796888800000e-02, 1.5876122384e-03
1.816420200000e-02, 1.3230101987e-03
1.835951600000e-02, 1.0584081589e-03
1.855483000000e-02, 1.0584081589e-03
1.875014400000e-02, 1.0584081589e-03
1.894545800000e-02, 1.3230101987e-03
1.914077200000e-02, 5.2920407947e-04
1.933608600000e-02, -2.1168163179e-03
1.953140000000e-02, -5.2920407947e-04
1.972671400000e-02, 7.9380611920e-04
1.992202800000e-02, -3.9690305960e-03
2.011734200000e-02, 5.2920407947e-04
2.031265600000e-02, -4.2336326357e-03
2.050797000000e-02, 0.0000000000e+00
2.070328400000e-02, 0.0000000000e+00
2.089859800000e-02, 5.2920407947e-04
2.109391200000e-02, -2.1168163179e-03
2.128922600000e-02, 2.6460203973e-04
2.148454000000e-02, 1.8522142781e-03
2.167985400000e-02, 3.1752244768e-03
2.187516800000e-02, 0.0000000000e+00
2.207048200000e-02, -1.8522142781e-03
2.226579600000e-02, 0.0000000000e+00
2.246111000000e-02, -1.0584081589e-03
2.265642400000e-02, 5.8212448741e-03
2.285173800000e-02, 2.6460203973e-04
