% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Time (s), Ch 1 (V)
4.699254840000e-01, -1.1801250972e-01
4.701207980000e-01, -1.1668949952e-01
4.703161120000e-01, -1.1721870360e-01
4.705114260000e-01, -1.1324967301e-01
4.707067400000e-01, -1.1139745873e-01
4.709020540000e-01, -1.0980984649e-01
4.710973680000e-01, -1.0901604037e-01
4.712926820000e-01, -1.0795763221e-01
4.714879960000e-01, -1.0689922405e-01
4.716833100000e-01, -1.0584081589e-01
4.718786240000e-01, -1.0557621385e-01
4.720739380000e-01, -1.0504700977e-01
4.722692520000e-01, -1.0478240773e-01
4.724645660000e-01, -1.0319479550e-01
4.726598800000e-01, -1.0266559142e-01
4.728551940000e-01, -1.0187178530e-01
4.730505080000e-01, -1.0240098938e-01
4.732458220000e-01, -1.0160718326e-01
4.734411360000e-01, -1.0081337714e-01
4.736364500000e-01, -9.8431958781e-02
4.738317640000e-01, -9.8961162860e-02
4.740270780000e-01, -9.7638152662e-02
4.742223920000e-01, -9.7638152662e-02
4.744177060000e-01, -9.7108948582e-02
4.746130200000e-01, -9.6579744503e-02
4.748083340000e-01, -9.6844346542e-02
4.750036480000e-01, -9.5785938383e-02
4.751989620000e-01, -9.6844346542e-02
4.753942760000e-01, -9.5521336344e-02
4.755895900000e-01, -9.5521336344e-02
4.757849040000e-01, -9.4462928185e-02
4.759802180000e-01, -9.4727530225e-02
4.761755320000e-01, -9.3404520026e-02
4.763708460000e-01, -9.3404520026e-02
4.765661600000e-01, -9.2346111867e-02
4.767614740000e-01, -9.1023101668e-02
4.769567880000e-01, -9.1552305748e-02
4.771521020000e-01, -8.9170887390e-02
4.773474160000e-01, -8.8112479231e-02
4.775427300000e-01, -8.7054071072e-02
4.777380440000e-01, -8.6524866993e-02
4.779333580000e-01, -8.5466458834e-02
4.781286720000e-01, -8.3878846595e-02
4.783239860000e-01, -8.4143448635e-02
4.785193000000e-01, -8.4408050675e-02
4.787146140000e-01, -8.4937254754e-02
4.789099280000e-01, -8.5466458834e-02
4.791052420000e-01, -8.5201856794e-02
4.793005560000e-01, -8.4672652715e-02
4.794958700000e-01, -8.5466458834e-02
4.796911840000e-01, -8.5201856794e-02
4.798864980000e-01, -8.5201856794e-02
4.800818120000e-01, -8.5731060874e-02
4.802771260000e-01, -8.5731060874e-02
4.804724400000e-01, -8.5995662913e-02
4.806677540000e-01, -8.6789469033e-02
4.808630680000e-01, -8.6789469033e-02
4.810583820000e-01, -8.6524866993e-02
4.812536960000e-01, -8.7054071072e-02
4.814490100000e-01, -8.7847877191e-02
4.816443240000e-01, -8.8112479231e-02
4.818396380000e-01, -8.9170887390e-02
4.820349520000e-01, -8.9170887390e-02
4.822302660000e-01, -8.9700091470e-02
4.824255800000e-01, -8.9435489430e-02
4.826208940000e-01, -9.1816907787e-02
4.828162080000e-01, -9.0493897589e-02
4.830115220000e-01, -9.1287703708e-02
4.832068360000e-01, -9.0758499629e-02
4.834021500000e-01, -9.1287703708e-02
4.835974640000e-01, -9.2346111867e-02
4.837927780000e-01, -9.2610713907e-02
4.839880920000e-01, -9.3669122066e-02
4.841834060000e-01, -9.4198326145e-02
4.843787200000e-01, -9.5256734304e-02
4.845740340000e-01, -9.5521336344e-02
4.847693480000e-01, -9.8167356741e-02
4.849646620000e-01, -9.8696560821e-02
4.851599760000e-01, -9.8431958781e-02
4.853552900000e-01, -9.9225764900e-02
4.855506040000e-01, -1.0028417306e-01
4.857459180000e-01, -1.0160718326e-01
4.859412320000e-01, -1.0187178530e-01
4.861365460000e-01, -1.0372399958e-01
4.863318600000e-01, -1.0451780569e-01
4.865271740000e-01, -1.0689922405e-01
4.867224880000e-01, -1.0769303017e-01
4.869178020000e-01, -1.0795763221e-01
4.871131160000e-01, -1.0875143833e-01
4.873084300000e-01, -1.1033905057e-01
4.875037440000e-01, -1.1166206077e-01
4.876990580000e-01, -1.1245586689e-01
4.878943720000e-01, -1.1404347913e-01
4.880896860000e-01, -1.1563109136e-01
4.882850000000e-01, -1.1695410156e-01
4.884803140000e-01, -1.2356915256e-01
4.886756280000e-01, -1.2092313216e-01
4.888709420000e-01, -1.2198154032e-01
4.890662560000e-01, -1.2383375460e-01
4.892615700000e-01, -1.2515676479e-01
4.894568840000e-01, -1.2674437703e-01
4.896521980000e-01, -1.2859659131e-01
4.898475120000e-01, -1.2991960151e-01
4.900428260000e-01, -1.3150721375e-01
4.902381400000e-01, -1.3335942803e-01
4.904334540000e-01, -1.3494704026e-01
4.906287680000e-01, -1.3706385658e-01
4.908240820000e-01, -1.3891607086e-01
4.910193960000e-01, -1.4050368310e-01
4.912147100000e-01, -1.4235589738e-01
4.914100240000e-01, -1.4553112185e-01
4.916053380000e-01, -1.4711873409e-01
4.918006520000e-01, -1.4500191777e-01
4.919959660000e-01, -1.4923555041e-01
4.921912800000e-01, -1.4394350961e-01
4.923865940000e-01, -1.4950015245e-01
4.925819080000e-01, -1.4420811165e-01
4.927772220000e-01, -1.4844174429e-01
4.929725360000e-01, -1.4685413205e-01
4.931678500000e-01, -1.4579572389e-01
4.933631640000e-01, -1.4553112185e-01
4.935584780000e-01, -1.4367890758e-01
4.937537920000e-01, -1.4156209126e-01
4.939491060000e-01, -1.4076828514e-01
4.941444200000e-01, -1.3838686678e-01
4.943397340000e-01, -1.3706385658e-01
4.945350480000e-01, -1.3521164230e-01
4.947303620000e-01, -1.3256562191e-01
4.949256760000e-01, -1.3071340763e-01
4.951209900000e-01, -1.2833198927e-01
4.953163040000e-01, -1.2647977499e-01
4.955116180000e-01, -1.2462756071e-01
4.957069320000e-01, -1.2303994848e-01
4.959022460000e-01, -1.2224614236e-01
4.960975600000e-01, -1.2118773420e-01
4.962928740000e-01, -1.2092313216e-01
4.964881880000e-01, -1.2065853012e-01
4.966835020000e-01, -1.2118773420e-01
4.968788160000e-01, -1.2251074440e-01
4.970741300000e-01, -1.2118773420e-01
4.972694440000e-01, -1.2224614236e-01
4.974647580000e-01, -1.2303994848e-01
4.976600720000e-01, -1.2409835663e-01
4.978553860000e-01, -1.2436295867e-01
4.980507000000e-01, -1.2489216275e-01
4.982460140000e-01, -1.2647977499e-01
4.984413280000e-01, -1.2674437703e-01
4.986366420000e-01, -1.2727358111e-01
4.988319560000e-01, -1.2859659131e-01
4.990272700000e-01, -1.2965499947e-01
4.992225840000e-01, -1.3097800967e-01
4.994178980000e-01, -1.3415323414e-01
4.996132120000e-01, -1.3230101987e-01
4.998085260000e-01, -1.3256562191e-01
5.000038400000e-01, -1.2912579539e-01
5.001991540000e-01, -1.3335942803e-01
5.003944680000e-01, -1.3335942803e-01
5.005897820000e-01, -1.3335942803e-01
5.007850960000e-01, -1.3309482599e-01
5.009804100000e-01, -1.3230101987e-01
5.011757240000e-01, -1.3044880559e-01
5.013710380000e-01, -1.2886119335e-01
5.015663520000e-01, -1.2727358111e-01
5.017616660000e-01, -1.2515676479e-01
5.019569800000e-01, -1.2303994848e-01
5.021522940000e-01, -1.2092313216e-01
5.023476080000e-01, -1.1907091788e-01
5.025429220000e-01, -1.1668949952e-01
5.027382360000e-01, -1.1510188728e-01
5.029335500000e-01, -1.1245586689e-01
5.031288640000e-01, -1.1060365261e-01
5.033241780000e-01, -1.0875143833e-01
5.035194920000e-01, -1.0663462201e-01
5.037148060000e-01, -1.0557621385e-01
5.039101200000e-01, -1.0398860162e-01
5.041054340000e-01, -1.0240098938e-01
5.043007480000e-01, -1.0160718326e-01
5.044960620000e-01, -9.9754968979e-02
5.046913760000e-01, -9.9225764900e-02
5.048866900000e-01, -9.8431958781e-02
5.050820040000e-01, -9.8961162860e-02
5.052773180000e-01, -9.7638152662e-02
5.054726320000e-01, -9.7108948582e-02
5.056679460000e-01, -1.0054877510e-01
5.058632600000e-01, -9.6579744503e-02
5.060585740000e-01, -9.7108948582e-02
5.062538880000e-01, -9.6315142463e-02
5.064492020000e-01, -9.6315142463e-02
5.066445160000e-01, -9.6844346542e-02
5.068398300000e-01, -9.3139917986e-02
5.070351440000e-01, -9.4992132264e-02
5.072304580000e-01, -9.4462928185e-02
5.074257720000e-01, -9.3933724105e-02
5.076210860000e-01, -9.3404520026e-02
5.078164000000e-01, -9.3139917986e-02
5.080117140000e-01, -9.2081509827e-02
5.082070280000e-01, -9.2346111867e-02
5.084023420000e-01, -9.1023101668e-02
5.085976560000e-01, -9.1287703708e-02
5.087929700000e-01, -8.9170887390e-02
5.089882840000e-01, -9.0229295549e-02
5.091835980000e-01, -8.8377081271e-02
5.093789120000e-01, -8.7583275152e-02
5.095742260000e-01, -8.6524866993e-02
5.097695400000e-01, -8.5466458834e-02
5.099648540000e-01, -8.4937254754e-02
5.101601680000e-01, -8.3878846595e-02
5.103554820000e-01, -8.3085040476e-02
5.105507960000e-01, -8.2291234357e-02
5.107461100000e-01, -8.0703622119e-02
5.109414240000e-01, -8.0174418039e-02
5.111367380000e-01, -7.9116009880e-02
5.113320520000e-01, -7.8322203761e-02
5.115273660000e-01, -7.7792999682e-02
5.117226800000e-01, -7.6734591523e-02
5.119179940000e-01, -7.2500958887e-02
5.121133080000e-01, -6.8531928291e-02
5.123086220000e-01, -6.8267326251e-02
5.125039360000e-01, -6.8002724211e-02
5.126992500000e-01, -6.7473520132e-02
5.128945640000e-01, -6.6679714013e-02
5.130898780000e-01, -6.7208918092e-02
5.132851920000e-01, -6.5885907894e-02
5.134805060000e-01, -6.8267326251e-02
5.136758200000e-01, -6.4562897695e-02
5.138711340000e-01, -6.4033693615e-02
5.140664480000e-01, -6.5092101774e-02
5.142617620000e-01, -6.2446081377e-02
5.144570760000e-01, -6.1916877298e-02
5.146523900000e-01, -6.1916877298e-02
5.148477040000e-01, -6.2446081377e-02
5.150430180000e-01, -6.1916877298e-02
5.152383320000e-01, -6.1387673218e-02
5.154336460000e-01, -6.1123071178e-02
5.156289600000e-01, -6.3239887496e-02
5.158242740000e-01, -6.1387673218e-02
5.160195880000e-01, -6.1916877298e-02
5.162149020000e-01, -6.2975285457e-02
5.164102160000e-01, -6.2181479337e-02
5.166055300000e-01, -6.2710683417e-02
5.168008440000e-01, -6.2181479337e-02
5.169961580000e-01, -6.2975285457e-02
5.171914720000e-01, -6.3239887496e-02
5.173867860000e-01, -6.1387673218e-02
5.175821000000e-01, -6.4827499735e-02
5.177774140000e-01, -6.3769091576e-02
5.179727280000e-01, -6.4298295655e-02
5.181680420000e-01, -6.4298295655e-02
5.183633560000e-01, -6.1387673218e-02
5.185586700000e-01, -6.5885907894e-02
5.187539840000e-01, -6.5621305854e-02
5.189492980000e-01, -6.5621305854e-02
5.191446120000e-01, -6.5621305854e-02
5.193399260000e-01, -6.5621305854e-02
5.195352400000e-01, -6.5885907894e-02
5.197305540000e-01, -6.5356703814e-02
5.199258680000e-01, -6.0064663019e-02
5.201211820000e-01, -6.4562897695e-02
5.203164960000e-01, -6.5356703814e-02
5.205118100000e-01, -6.4562897695e-02
5.207071240000e-01, -6.5092101774e-02
5.209024380000e-01, -6.2975285457e-02
5.210977520000e-01, -6.2975285457e-02
5.212930660000e-01, -6.2710683417e-02
5.214883800000e-01, -6.2710683417e-02
5.216836940000e-01, -6.2181479337e-02
5.218790080000e-01, -6.2710683417e-02
5.220743220000e-01, -6.1916877298e-02
5.222696360000e-01, -6.2975285457e-02
5.224649500000e-01, -6.1123071178e-02
5.226602640000e-01, -6.1123071178e-02
5.228555780000e-01, -6.1387673218e-02
5.230508920000e-01, -6.1652275258e-02
5.232462060000e-01, -6.1387673218e-02
5.234415200000e-01, -6.1652275258e-02
5.236368340000e-01, -6.2181479337e-02
5.238321480000e-01, -6.1652275258e-02
5.240274620000e-01, -6.1916877298e-02
5.242227760000e-01, -6.2446081377e-02
5.244180900000e-01, -6.3504489536e-02
5.246134040000e-01, -6.3769091576e-02
5.248087180000e-01, -6.5356703814e-02
5.250040320000e-01, -6.5621305854e-02
5.251993460000e-01, -6.6679714013e-02
5.253946600000e-01, -6.6944316053e-02
5.255899740000e-01, -6.8796530331e-02
5.257852880000e-01, -6.9325734410e-02
5.259806020000e-01, -7.0648744609e-02
5.261759160000e-01, -7.1707152768e-02
5.263712300000e-01, -7.2765560927e-02
5.265665440000e-01, -7.2765560927e-02
5.267618580000e-01, -7.4088571125e-02
5.269571720000e-01, -7.5676183364e-02
5.271524860000e-01, -7.6734591523e-02
5.273478000000e-01, -7.8322203761e-02
5.275431140000e-01, -7.9645213960e-02
5.277384280000e-01, -8.0174418039e-02
5.279337420000e-01, -8.1497428238e-02
5.281290560000e-01, -8.2820438437e-02
5.283243700000e-01, -8.2820438437e-02
5.285196840000e-01, -8.4937254754e-02
5.287149980000e-01, -8.5466458834e-02
5.289103120000e-01, -8.6260264953e-02
5.291056260000e-01, -8.7054071072e-02
5.293009400000e-01, -8.7054071072e-02
5.294962540000e-01, -8.7318673112e-02
5.296915680000e-01, -8.7583275152e-02
5.298868820000e-01, -8.8377081271e-02
5.300821960000e-01, -8.8112479231e-02
5.302775100000e-01, -8.8377081271e-02
5.304728240000e-01, -8.9170887390e-02
5.306681380000e-01, -8.9435489430e-02
5.308634520000e-01, -8.9964693509e-02
5.310587660000e-01, -9.0229295549e-02
5.312540800000e-01, -9.0493897589e-02
5.314493940000e-01, -9.1287703708e-02
5.316447080000e-01, -9.1552305748e-02
5.318400220000e-01, -9.1287703708e-02
5.320353360000e-01, -9.1287703708e-02
5.322306500000e-01, -9.1816907787e-02
5.324259640000e-01, -9.1552305748e-02
5.326212780000e-01, -9.2081509827e-02
5.328165920000e-01, -9.1816907787e-02
5.330119060000e-01, -9.2081509827e-02
5.332072200000e-01, -9.2610713907e-02
5.334025340000e-01, -9.3404520026e-02
5.335978480000e-01, -9.2610713907e-02
5.337931620000e-01, -9.2346111867e-02
5.339884760000e-01, -9.1816907787e-02
5.341837900000e-01, -9.2875315946e-02
5.343791040000e-01, -9.2610713907e-02
5.345744180000e-01, -9.3139917986e-02
5.347697320000e-01, -9.3669122066e-02
5.349650460000e-01, -9.3933724105e-02
5.351603600000e-01, -9.4198326145e-02
5.353556740000e-01, -9.4727530225e-02
5.355509880000e-01, -9.4462928185e-02
5.357463020000e-01, -9.4992132264e-02
5.359416160000e-01, -9.4727530225e-02
5.361369300000e-01, -9.4992132264e-02
5.363322440000e-01, -9.5521336344e-02
5.365275580000e-01, -9.4198326145e-02
5.367228720000e-01, -9.4462928185e-02
5.369181860000e-01, -9.3669122066e-02
5.371135000000e-01, -9.4198326145e-02
5.373088140000e-01, -9.4727530225e-02
5.375041280000e-01, -9.4727530225e-02
5.376994420000e-01, -9.6050540423e-02
5.378947560000e-01, -9.5785938383e-02
5.380900700000e-01, -9.5785938383e-02
5.382853840000e-01, -9.6579744503e-02
5.384806980000e-01, -9.6579744503e-02
5.386760120000e-01, -9.6579744503e-02
5.388713260000e-01, -9.1287703708e-02
5.390666400000e-01, -9.7108948582e-02
5.392619540000e-01, -9.7638152662e-02
5.394572680000e-01, -9.7373550622e-02
5.396525820000e-01, -9.7902754701e-02
5.398478960000e-01, -9.7373550622e-02
5.400432100000e-01, -9.7902754701e-02
5.402385240000e-01, -9.7638152662e-02
5.404338380000e-01, -9.8431958781e-02
5.406291520000e-01, -9.6844346542e-02
5.408244660000e-01, -9.7108948582e-02
5.410197800000e-01, -9.7373550622e-02
5.412150940000e-01, -9.5785938383e-02
5.414104080000e-01, -9.5785938383e-02
5.416057220000e-01, -9.6050540423e-02
5.418010360000e-01, -9.5785938383e-02
5.419963500000e-01, -9.5785938383e-02
5.421916640000e-01, -9.6050540423e-02
5.423869780000e-01, -9.6050540423e-02
5.425822920000e-01, -9.5521336344e-02
5.427776060000e-01, -9.4462928185e-02
5.429729200000e-01, -9.3669122066e-02
5.431682340000e-01, -9.2875315946e-02
5.433635480000e-01, -9.2081509827e-02
5.435588620000e-01, -9.1023101668e-02
5.437541760000e-01, -8.9964693509e-02
5.439494900000e-01, -8.8906285350e-02
5.441448040000e-01, -8.2291234357e-02
5.443401180000e-01, -8.8112479231e-02
5.445354320000e-01, -8.8377081271e-02
5.447307460000e-01, -8.8641683311e-02
5.449260600000e-01, -8.8112479231e-02
5.451213740000e-01, -8.8377081271e-02
5.453166880000e-01, -9.3669122066e-02
5.455120020000e-01, -8.8641683311e-02
5.457073160000e-01, -8.8112479231e-02
5.459026300000e-01, -9.2875315946e-02
5.460979440000e-01, -8.8377081271e-02
5.462932580000e-01, -8.8377081271e-02
5.464885720000e-01, -8.8641683311e-02
5.466838860000e-01, -8.8906285350e-02
5.468792000000e-01, -8.9435489430e-02
5.470745140000e-01, -8.8906285350e-02
5.472698280000e-01, -8.9170887390e-02
5.474651420000e-01, -8.8641683311e-02
5.476604560000e-01, -8.8906285350e-02
5.478557700000e-01, -8.8641683311e-02
5.480510840000e-01, -8.8906285350e-02
5.482463980000e-01, -8.7583275152e-02
5.484417120000e-01, -8.7583275152e-02
5.486370260000e-01, -8.7318673112e-02
5.488323400000e-01, -8.7054071072e-02
5.490276540000e-01, -8.6260264953e-02
5.492229680000e-01, -8.7054071072e-02
5.494182820000e-01, -8.4937254754e-02
5.496135960000e-01, -8.3614244556e-02
5.498089100000e-01, -8.3085040476e-02
5.500042240000e-01, -8.2026632317e-02
5.501995380000e-01, -8.2026632317e-02
5.503948520000e-01, -8.0703622119e-02
5.505901660000e-01, -8.0174418039e-02
5.507854800000e-01, -7.9116009880e-02
5.509807940000e-01, -7.8322203761e-02
5.511761080000e-01, -7.7263795602e-02
5.513714220000e-01, -7.5676183364e-02
5.515667360000e-01, -7.4882377245e-02
5.517620500000e-01, -7.1707152768e-02
5.519573640000e-01, -7.0913346649e-02
5.521526780000e-01, -6.9325734410e-02
5.523479920000e-01, -6.8531928291e-02
5.525433060000e-01, -6.6944316053e-02
5.527386200000e-01, -6.5092101774e-02
5.529339340000e-01, -6.3769091576e-02
5.531292480000e-01, -6.2975285457e-02
5.533245620000e-01, -6.2446081377e-02
5.535198760000e-01, -6.0593867099e-02
5.537151900000e-01, -6.0329265059e-02
5.539105040000e-01, -6.0329265059e-02
5.541058180000e-01, -6.0064663019e-02
5.543011320000e-01, -5.7683244662e-02
5.544964460000e-01, -5.7947846702e-02
5.546917600000e-01, -5.6360234463e-02
5.548870740000e-01, -5.6360234463e-02
5.550823880000e-01, -5.5037224265e-02
5.552777020000e-01, -5.4243418145e-02
5.554730160000e-01, -5.3714214066e-02
5.556683300000e-01, -5.3714214066e-02
5.558636440000e-01, -5.3185009986e-02
5.560589580000e-01, -5.3714214066e-02
5.562542720000e-01, -5.3185009986e-02
5.564495860000e-01, -5.2920407947e-02
5.566449000000e-01, -5.2655805907e-02
5.568402140000e-01, -5.1861999788e-02
5.570355280000e-01, -5.2126601827e-02
5.572308420000e-01, -5.1332795708e-02
5.574261560000e-01, -5.1332795708e-02
5.576214700000e-01, -5.0803591629e-02
5.578167840000e-01, -4.9745183470e-02
5.580120980000e-01, -4.9745183470e-02
5.582074120000e-01, -4.8686775311e-02
5.584027260000e-01, -4.8686775311e-02
5.585980400000e-01, -4.6834561033e-02
5.587933540000e-01, -4.7363765112e-02
5.589886680000e-01, -3.9425703920e-02
5.591839820000e-01, -4.5246948794e-02
5.593792960000e-01, -4.6040754914e-02
5.595746100000e-01, -4.3923938596e-02
5.597699240000e-01, -4.3923938596e-02
5.599652380000e-01, -4.3130132477e-02
5.601605520000e-01, -4.2865530437e-02
5.603558660000e-01, -4.2336326357e-02
5.605511800000e-01, -4.1807122278e-02
5.607464940000e-01, -4.1013316159e-02
5.609418080000e-01, -4.0748714119e-02
5.611371220000e-01, -3.9954908000e-02
5.613324360000e-01, -4.0219510039e-02
5.615277500000e-01, -3.8631897801e-02
5.617230640000e-01, -3.9161101881e-02
5.619183780000e-01, -3.8896499841e-02
5.621136920000e-01, -3.8631897801e-02
5.623090060000e-01, -3.8102693722e-02
5.625043200000e-01, -3.8896499841e-02
5.626996340000e-01, -3.9425703920e-02
5.628949480000e-01, -3.8896499841e-02
5.630902620000e-01, -3.8367295761e-02
5.632855760000e-01, -3.8102693722e-02
5.634808900000e-01, -3.8102693722e-02
5.636762040000e-01, -3.7573489642e-02
5.638715180000e-01, -3.7044285563e-02
5.640668320000e-01, -3.8367295761e-02
5.642621460000e-01, -3.6779683523e-02
5.644574600000e-01, -3.5985877404e-02
5.646527740000e-01, -3.5192071285e-02
5.648480880000e-01, -3.4927469245e-02
5.650434020000e-01, -3.3869061086e-02
5.652387160000e-01, -3.3604459046e-02
5.654340300000e-01, -3.4927469245e-02
5.656293440000e-01, -3.4662867205e-02
5.658246580000e-01, -3.2810652927e-02
5.660199720000e-01, -3.3075254967e-02
5.662152860000e-01, -3.2546050887e-02
5.664106000000e-01, -3.1487642728e-02
5.666059140000e-01, -3.1223040689e-02
5.668012280000e-01, -3.0164632530e-02
5.669965420000e-01, -3.0164632530e-02
5.671918560000e-01, -2.9106224371e-02
5.673871700000e-01, -2.9106224371e-02
5.675824840000e-01, -2.8312418251e-02
5.677777980000e-01, -2.8047816212e-02
5.679731120000e-01, -2.7783214172e-02
5.681684260000e-01, -2.7518612132e-02
5.683637400000e-01, -2.7254010093e-02
5.685590540000e-01, -2.7518612132e-02
5.687543680000e-01, -2.7254010093e-02
5.689496820000e-01, -2.6989408053e-02
5.691449960000e-01, -2.6989408053e-02
5.693403100000e-01, -2.7518612132e-02
5.695356240000e-01, -2.6460203973e-02
5.697309380000e-01, -2.5666397854e-02
5.699262520000e-01, -2.5401795814e-02
5.701215660000e-01, -2.4343387655e-02
5.703168800000e-01, -2.4872591735e-02
5.705121940000e-01, -2.3814183576e-02
5.707075080000e-01, -2.3284979497e-02
5.709028220000e-01, -2.2755775417e-02
5.710981360000e-01, -2.3549581536e-02
5.712934500000e-01, -2.0109755020e-02
5.714887640000e-01, -2.1961969298e-02
5.716840780000e-01, -2.2226571338e-02
5.718793920000e-01, -2.1697367258e-02
5.720747060000e-01, -2.1697367258e-02
5.722700200000e-01, -2.1961969298e-02
5.724653340000e-01, -2.0903561139e-02
5.726606480000e-01, -2.0903561139e-02
5.728559620000e-01, -2.0374357059e-02
5.730512760000e-01, -2.0374357059e-02
5.732465900000e-01, -1.9845152980e-02
5.734419040000e-01, -2.0638959099e-02
5.736372180000e-01, -1.9580550940e-02
5.738325320000e-01, -1.9051346861e-02
5.740278460000e-01, -1.9051346861e-02
5.742231600000e-01, -1.9051346861e-02
5.744184740000e-01, -1.8522142781e-02
5.746137880000e-01, -1.8786744821e-02
5.748091020000e-01, -1.8786744821e-02
5.750044160000e-01, -1.8257540742e-02
5.751997300000e-01, -1.7992938702e-02
5.753950440000e-01, -1.8257540742e-02
5.755903580000e-01, -1.8257540742e-02
5.757856720000e-01, -1.8522142781e-02
5.759809860000e-01, -1.7199132583e-02
5.761763000000e-01, -1.6669928503e-02
5.763716140000e-01, -1.7199132583e-02
5.765669280000e-01, -1.6405326463e-02
5.767622420000e-01, -1.6140724424e-02
5.769575560000e-01, -1.5082316265e-02
5.771528700000e-01, -1.4023908106e-02
5.773481840000e-01, -1.4288510146e-02
5.775434980000e-01, -1.4553112185e-02
5.777388120000e-01, -1.4817714225e-02
5.779341260000e-01, -1.4023908106e-02
5.781294400000e-01, -1.3759306066e-02
5.783247540000e-01, -1.3494704026e-02
5.785200680000e-01, -1.3494704026e-02
5.787153820000e-01, -1.3759306066e-02
5.789106960000e-01, -1.2700897907e-02
5.791060100000e-01, -1.3759306066e-02
5.793013240000e-01, -1.2436295867e-02
5.794966380000e-01, -7.4088571125e-03
5.796919520000e-01, -1.2171693828e-02
5.798872660000e-01, -1.2436295867e-02
5.800825800000e-01, -1.2700897907e-02
5.802778940000e-01, -1.1907091788e-02
5.804732080000e-01, -1.1642489748e-02
5.806685220000e-01, -1.2436295867e-02
5.808638360000e-01, -1.2965499947e-02
5.810591500000e-01, -1.1642489748e-02
5.812544640000e-01, -1.1377887709e-02
5.814497780000e-01, -1.1377887709e-02
5.816450920000e-01, -1.1642489748e-02
5.818404060000e-01, -1.1907091788e-02
5.820357200000e-01, -9.5256734304e-03
5.822310340000e-01, -1.1642489748e-02
5.824263480000e-01, -1.0848683629e-02
5.826216620000e-01, -1.0848683629e-02
5.828169760000e-01, -1.1113285669e-02
5.830122900000e-01, -1.2436295867e-02
5.832076040000e-01, -1.0319479550e-02
5.834029180000e-01, -9.7902754701e-03
5.835982320000e-01, -1.0054877510e-02
5.837935460000e-01, -1.0319479550e-02
5.839888600000e-01, -9.7902754701e-03
5.841841740000e-01, -1.0319479550e-02
5.843794880000e-01, -9.7902754701e-03
5.845748020000e-01, -9.7902754701e-03
5.847701160000e-01, -1.0054877510e-02
5.849654300000e-01, -1.0054877510e-02
5.851607440000e-01, -9.7902754701e-03
5.853560580000e-01, -9.5256734304e-03
5.855513720000e-01, -9.5256734304e-03
5.857466860000e-01, -9.2610713907e-03
5.859420000000e-01, -8.4672652715e-03
5.861373140000e-01, -8.9964693509e-03
5.863326280000e-01, -7.6734591523e-03
5.865279420000e-01, -7.9380611920e-03
5.867232560000e-01, -7.6734591523e-03
5.869185700000e-01, -7.4088571125e-03
5.871138840000e-01, -7.1442550728e-03
5.873091980000e-01, -6.0858469139e-03
5.875045120000e-01, -7.6734591523e-03
5.876998260000e-01, -7.4088571125e-03
5.878951400000e-01, -7.4088571125e-03
5.880904540000e-01, -7.6734591523e-03
5.882857680000e-01, -7.1442550728e-03
5.884810820000e-01, -6.6150509933e-03
5.886763960000e-01, -6.6150509933e-03
5.888717100000e-01, -6.8796530331e-03
5.890670240000e-01, -8.7318673112e-03
5.892623380000e-01, -6.3504489536e-03
5.894576520000e-01, -5.8212448741e-03
5.896529660000e-01, -6.3504489536e-03
5.898482800000e-01, -6.3504489536e-03
5.900435940000e-01, -6.0858469139e-03
5.902389080000e-01, -6.0858469139e-03
5.904342220000e-01, -6.8796530331e-03
5.906295360000e-01, -6.0858469139e-03
5.908248500000e-01, -5.8212448741e-03
5.910201640000e-01, -6.6150509933e-03
5.912154780000e-01, -5.8212448741e-03
5.914107920000e-01, -6.3504489536e-03
5.916061060000e-01, -6.0858469139e-03
5.918014200000e-01, -5.5566428344e-03
5.919967340000e-01, -5.0274387549e-03
5.921920480000e-01, -5.0274387549e-03
5.923873620000e-01, -6.8796530331e-03
5.925826760000e-01, -5.5566428344e-03
5.927779900000e-01, -4.4982346755e-03
5.929733040000e-01, -5.0274387549e-03
5.931686180000e-01, -4.7628367152e-03
5.933639320000e-01, -5.2920407947e-03
5.935592460000e-01, -4.4982346755e-03
5.937545600000e-01, -4.4982346755e-03
5.939498740000e-01, -4.7628367152e-03
5.941451880000e-01, -4.4982346755e-03
5.943405020000e-01, -3.9690305960e-03
5.945358160000e-01, -5.2920407947e-03
5.947311300000e-01, -4.4982346755e-03
5.949264440000e-01, -3.1752244768e-03
5.951217580000e-01, -3.7044285563e-03
5.953170720000e-01, -3.1752244768e-03
5.955123860000e-01, -3.1752244768e-03
5.957077000000e-01, -2.6460203973e-03
5.959030140000e-01, -3.9690305960e-03
