% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-2.051653024641e+00, 1.008250e-01, -4.042840e-03
-2.048720262859e+00, 8.520044e-02, 1.347613e-03
-2.045787501078e+00, 8.146123e-02, 1.347613e-03
-2.042854739297e+00, 7.718786e-02, 4.042840e-03
-2.039921977516e+00, 6.663796e-02, 0.000000e+00
-2.036989215734e+00, 6.089561e-02, -5.390453e-03
-2.034056453953e+00, 5.328366e-02, -4.042840e-03
-2.031123692172e+00, 4.887674e-02, 0.000000e+00
-2.028190930391e+00, 4.927737e-02, 2.695226e-03
-2.025258168609e+00, 4.700714e-02, 1.347613e-03
-2.022325406828e+00, 4.714068e-02, -4.042840e-03
-2.019392645047e+00, 4.847611e-02, -4.042840e-03
-2.016459883266e+00, 4.954445e-02, -2.695226e-03
-2.013527121484e+00, 4.927737e-02, 1.347613e-03
-2.010594359703e+00, 4.633942e-02, 2.695226e-03
-2.007661597922e+00, 4.206605e-02, 0.000000e+00
-2.004728836141e+00, 4.834257e-02, -1.347613e-03
-2.001796074359e+00, 5.421846e-02, -4.042840e-03
-1.998863312578e+00, 5.582098e-02, -1.347613e-03
-1.995930550797e+00, 5.501972e-02, 0.000000e+00
-1.992997789016e+00, 5.221531e-02, 2.695226e-03
-1.990065027234e+00, 5.435200e-02, -1.347613e-03
-1.987132265453e+00, 5.421846e-02, -2.695226e-03
-1.984199503672e+00, 4.540462e-02, -2.695226e-03
-1.981266741891e+00, 4.099770e-02, 0.000000e+00
-1.978333980109e+00, 3.886101e-02, 1.347613e-03
-1.975401218328e+00, 3.538890e-02, 1.347613e-03
-1.972468456547e+00, 3.311867e-02, -4.042840e-03
-1.969535694766e+00, 3.325221e-02, -5.390453e-03
-1.966602932984e+00, 2.617443e-02, -4.042840e-03
-1.963670171203e+00, 2.190105e-02, 1.347613e-03
-1.960737409422e+00, 2.109979e-02, 1.347613e-03
-1.957804647641e+00, 2.176751e-02, 1.347613e-03
-1.954871885859e+00, 2.350357e-02, -2.695226e-03
-1.951939124078e+00, 2.043208e-02, -6.738066e-03
-1.949006362297e+00, 1.936374e-02, -1.347613e-03
-1.946073600516e+00, 1.749413e-02, 1.347613e-03
-1.943140838734e+00, 1.762768e-02, 4.042840e-03
-1.940208076953e+00, 1.642579e-02, -1.347613e-03
-1.937275315172e+00, 1.375493e-02, -2.695226e-03
-1.934342553391e+00, 1.175178e-02, -6.738066e-03
-1.931409791609e+00, 1.028281e-02, -1.347613e-03
-1.928477029828e+00, 9.615096e-03, 1.347613e-03
-1.925544268047e+00, 8.813838e-03, 4.042840e-03
-1.922611506266e+00, 7.344865e-03, -1.347613e-03
-1.919678744484e+00, 8.813838e-03, -4.042840e-03
-1.916745982703e+00, 5.208177e-03, -2.695226e-03
-1.913813220922e+00, 7.879037e-03, 0.000000e+00
-1.910880459141e+00, 4.139833e-03, 4.042840e-03
-1.907947697359e+00, 3.605661e-03, 2.695226e-03
-1.905014935578e+00, 3.338575e-03, -1.347613e-03
-1.902082173797e+00, 3.071489e-03, -4.042840e-03
-1.899149412016e+00, 1.736059e-03, -1.347613e-03
-1.896216650234e+00, 4.139833e-03, 1.347613e-03
-1.893283888453e+00, -6.677150e-04, 2.695226e-03
-1.890351126672e+00, -1.869602e-03, 0.000000e+00
-1.887418364891e+00, -1.068344e-03, -2.695226e-03
-1.884485603109e+00, 1.335430e-04, -5.390453e-03
-1.881552841328e+00, -9.348010e-04, 0.000000e+00
-1.878620079547e+00, -1.736059e-03, 2.695226e-03
-1.875687317766e+00, -1.068344e-03, 2.695226e-03
-1.872754555984e+00, -5.341720e-04, 0.000000e+00
-1.869821794203e+00, 1.869602e-03, -5.390453e-03
-1.866889032422e+00, -2.937946e-03, -4.042840e-03
-1.863956270641e+00, -9.348010e-04, 1.347613e-03
-1.861023508859e+00, -2.136688e-03, 2.695226e-03
-1.858090747078e+00, -4.006290e-04, 2.695226e-03
-1.855157985297e+00, -2.537317e-03, -2.695226e-03
-1.852225223516e+00, -9.348010e-04, -6.738066e-03
-1.849292461734e+00, 5.341720e-04, -1.347613e-03
-1.846359699953e+00, -1.201887e-03, 1.347613e-03
-1.843426938172e+00, -1.736059e-03, 2.695226e-03
-1.840494176391e+00, -5.341720e-04, 0.000000e+00
-1.837561414609e+00, 5.074634e-03, -1.347613e-03
-1.834628652828e+00, -5.341720e-04, -5.390453e-03
-1.831695891047e+00, -1.335430e-03, 1.347613e-03
-1.828763129266e+00, 2.136688e-03, 2.695226e-03
-1.825830367484e+00, -2.670860e-04, 2.695226e-03
-1.822897605703e+00, -1.736059e-03, -2.695226e-03
-1.819964843922e+00, -1.468973e-03, -2.695226e-03
-1.817032082141e+00, -9.348010e-04, -2.695226e-03
-1.814099320359e+00, -5.074634e-03, 0.000000e+00
-1.811166558578e+00, -1.388847e-02, 2.695226e-03
-1.808233796797e+00, -1.989791e-02, 1.347613e-03
-1.805301035016e+00, -1.976436e-02, -2.695226e-03
-1.802368273234e+00, -2.203460e-02, -4.042840e-03
-1.799435511453e+00, -2.363711e-02, -1.347613e-03
-1.796502749672e+00, -2.657506e-02, 1.347613e-03
-1.793569987891e+00, -2.951300e-02, 2.695226e-03
-1.790637226109e+00, -3.178324e-02, -1.347613e-03
-1.787704464328e+00, -3.672433e-02, -1.347613e-03
-1.784771702547e+00, -3.672433e-02, -4.042840e-03
-1.781838940766e+00, -3.872747e-02, -2.695226e-03
-1.778906178984e+00, -4.313439e-02, 2.695226e-03
-1.775973417203e+00, -4.580525e-02, 1.347613e-03
-1.773040655422e+00, -4.994508e-02, -1.347613e-03
-1.770107893641e+00, -5.608806e-02, -2.695226e-03
-1.767175131859e+00, -6.249813e-02, -4.042840e-03
-1.764242370078e+00, -6.797339e-02, 0.000000e+00
-1.761309608297e+00, -7.104488e-02, 4.042840e-03
-1.758376846516e+00, -7.318157e-02, 0.000000e+00
-1.755444084734e+00, -7.585243e-02, -2.695226e-03
-1.752511322953e+00, -7.424991e-02, -4.042840e-03
-1.749578561172e+00, -6.837402e-02, -4.042840e-03
-1.746645799391e+00, -6.650442e-02, 1.347613e-03
-1.743713037609e+00, -5.996081e-02, 4.042840e-03
-1.740780275828e+00, -5.942664e-02, 0.000000e+00
-1.737847514047e+00, -5.702286e-02, -1.347613e-03
-1.734914752266e+00, -5.034571e-02, -6.738066e-03
-1.731981990484e+00, -4.166542e-02, -1.347613e-03
-1.729049228703e+00, -4.954445e-02, 2.695226e-03
-1.726116466922e+00, -4.967800e-02, 4.042840e-03
-1.723183705141e+00, -4.981154e-02, -1.347613e-03
-1.720250943359e+00, -5.274949e-02, -1.347613e-03
-1.717318181578e+00, -5.675578e-02, -4.042840e-03
-1.714385419797e+00, -6.156333e-02, -1.347613e-03
-1.711452658016e+00, -6.810693e-02, 2.695226e-03
-1.708519896234e+00, -7.865683e-02, 0.000000e+00
-1.705587134453e+00, -9.561679e-02, -1.347613e-03
-1.702654372672e+00, -1.073686e-01, -2.695226e-03
-1.699721610891e+00, -1.013591e-01, -2.695226e-03
-1.696788849109e+00, -9.842119e-02, 1.347613e-03
-1.693856087328e+00, -1.073686e-01, 1.347613e-03
-1.690923325547e+00, -1.099059e-01, -1.347613e-03
-1.687990563766e+00, -9.414782e-02, -2.695226e-03
-1.685057801984e+00, -7.745494e-02, -6.738066e-03
-1.682125040203e+00, -6.890819e-02, 0.000000e+00
-1.679192278422e+00, -6.343293e-02, 1.347613e-03
-1.676259516641e+00, -6.102915e-02, 2.695226e-03
-1.673326754859e+00, -6.904173e-02, -1.347613e-03
-1.670393993078e+00, -7.665368e-02, -4.042840e-03
-1.667461231297e+00, -7.892392e-02, -1.347613e-03
-1.664528469516e+00, -9.067570e-02, 1.347613e-03
-1.661595707734e+00, -1.069679e-01, 2.695226e-03
-1.658662945953e+00, -1.181856e-01, 1.347613e-03
-1.655730184172e+00, -1.187197e-01, -4.042840e-03
-1.652797422391e+00, -1.156482e-01, -4.042840e-03
-1.649864660609e+00, -1.131109e-01, -4.042840e-03
-1.646931898828e+00, -1.041635e-01, 1.347613e-03
-1.643999137047e+00, -9.161050e-02, 0.000000e+00
-1.641066375266e+00, -8.439918e-02, 1.347613e-03
-1.638133613484e+00, -7.585243e-02, -2.695226e-03
-1.635200851703e+00, -6.450127e-02, -4.042840e-03
-1.632268089922e+00, -5.929309e-02, -1.347613e-03
-1.629335328141e+00, -6.516899e-02, 0.000000e+00
-1.626402566359e+00, -6.436773e-02, 4.042840e-03
-1.623469804578e+00, -6.583670e-02, -1.347613e-03
-1.620537042797e+00, -8.132769e-02, -4.042840e-03
-1.617604281016e+00, -9.788702e-02, -4.042840e-03
-1.614671519234e+00, -1.112413e-01, -1.347613e-03
-1.611738757453e+00, -1.280677e-01, 2.695226e-03
-1.608805995672e+00, -1.323411e-01, 0.000000e+00
-1.605873233891e+00, -1.173843e-01, -1.347613e-03
-1.602940472109e+00, -1.111078e-01, -4.042840e-03
-1.600007710328e+00, -1.016262e-01, -2.695226e-03
-1.597074948547e+00, -9.107633e-02, 1.347613e-03
-1.594142186766e+00, -8.079352e-02, 2.695226e-03
-1.591209424984e+00, -6.650442e-02, 0.000000e+00
-1.588276663203e+00, -5.622161e-02, -1.347613e-03
-1.585343901422e+00, -6.703859e-02, -5.390453e-03
-1.582411139641e+00, -7.772203e-02, -2.695226e-03
-1.579478377859e+00, -8.266312e-02, 1.347613e-03
-1.576545616078e+00, -9.120987e-02, 4.042840e-03
-1.573612854297e+00, -1.040300e-01, 0.000000e+00
-1.570680092516e+00, -1.227260e-01, -4.042840e-03
-1.567747330734e+00, -1.390183e-01, -5.390453e-03
-1.564814568953e+00, -1.410214e-01, 0.000000e+00
-1.561881807172e+00, -1.391518e-01, 1.347613e-03
-1.558949045391e+00, -1.231267e-01, 4.042840e-03
-1.556016283609e+00, -1.105736e-01, -2.695226e-03
-1.553083521828e+00, -9.147696e-02, -4.042840e-03
-1.550150760047e+00, -6.850756e-02, -4.042840e-03
-1.547217998266e+00, -5.715641e-02, 2.695226e-03
-1.544285236484e+00, -5.809121e-02, 4.042840e-03
-1.541352474703e+00, -5.221531e-02, 1.347613e-03
-1.538419712922e+00, -4.927737e-02, -1.347613e-03
-1.535486951141e+00, -5.528680e-02, -5.390453e-03
-1.532554189359e+00, -5.528680e-02, -2.695226e-03
-1.529621427578e+00, -5.355074e-02, 2.695226e-03
-1.526688665797e+00, -6.249813e-02, 4.042840e-03
-1.523755904016e+00, -7.531825e-02, -1.347613e-03
-1.520823142234e+00, -1.071015e-01, -1.347613e-03
-1.517890380453e+00, -1.330088e-01, -4.042840e-03
-1.514957618672e+00, -1.352791e-01, 0.000000e+00
-1.512024856891e+00, -1.551770e-01, 1.347613e-03
-1.509092095109e+00, -1.530403e-01, 2.695226e-03
-1.506159333328e+00, -1.160489e-01, -1.347613e-03
-1.503226571547e+00, -8.880610e-02, -4.042840e-03
-1.500293809766e+00, -9.561679e-02, -1.347613e-03
-1.497361047984e+00, -9.281239e-02, -1.347613e-03
-1.494428286203e+00, -9.802057e-02, 4.042840e-03
-1.491495524422e+00, -1.123097e-01, 0.000000e+00
-1.488562762641e+00, -1.288690e-01, -4.042840e-03
-1.485630000859e+00, -1.390183e-01, -6.738066e-03
-1.482697239078e+00, -1.428910e-01, -2.695226e-03
-1.479764477297e+00, -1.448942e-01, 1.347613e-03
-1.476831715516e+00, -1.344778e-01, 5.390453e-03
-1.473898953734e+00, -1.201887e-01, -1.347613e-03
-1.470966191953e+00, -1.076357e-01, -4.042840e-03
-1.468033430172e+00, -9.815411e-02, -5.390453e-03
-1.465100668391e+00, -9.561679e-02, -1.347613e-03
-1.462167906609e+00, -1.024275e-01, 2.695226e-03
-1.459235144828e+00, -1.180520e-01, 1.347613e-03
-1.456302383047e+00, -1.428910e-01, -1.347613e-03
-1.453369621266e+00, -1.817520e-01, -5.390453e-03
-1.450436859484e+00, -1.969759e-01, -1.347613e-03
-1.447504097703e+00, -1.757426e-01, -1.347613e-03
-1.444571335922e+00, -1.435587e-01, 2.695226e-03
-1.441638574141e+00, -1.175178e-01, 1.347613e-03
-1.438705812359e+00, -1.068344e-01, -2.695226e-03
-1.435773050578e+00, -1.119090e-01, -5.390453e-03
-1.432840288797e+00, -1.211235e-01, -4.042840e-03
-1.429907527016e+00, -1.434252e-01, 1.347613e-03
-1.426974765234e+00, -1.685313e-01, 2.695226e-03
-1.424042003453e+00, -1.717363e-01, -1.347613e-03
-1.421109241672e+00, -1.567795e-01, -2.695226e-03
-1.418176479891e+00, -1.376828e-01, -4.042840e-03
-1.415243718109e+00, -1.155147e-01, -1.347613e-03
-1.412310956328e+00, -9.855474e-02, 2.695226e-03
-1.409378194547e+00, -9.120987e-02, 2.695226e-03
-1.406445432766e+00, -8.252958e-02, -2.695226e-03
-1.403512670984e+00, -8.626878e-02, -5.390453e-03
-1.400579909203e+00, -8.560107e-02, -2.695226e-03
-1.397647147422e+00, -9.735285e-02, 0.000000e+00
-1.394714385641e+00, -1.141793e-01, 1.347613e-03
-1.391781623859e+00, -1.269994e-01, 1.347613e-03
-1.388848862078e+00, -1.274000e-01, -4.042840e-03
-1.385916100297e+00, -1.177849e-01, -5.390453e-03
-1.382983338516e+00, -1.112413e-01, -1.347613e-03
-1.380050576734e+00, -1.036294e-01, 1.347613e-03
-1.377117814953e+00, -8.039289e-02, 2.695226e-03
-1.374185053172e+00, -6.677150e-02, -1.347613e-03
-1.371252291391e+00, -5.702286e-02, -4.042840e-03
-1.368319529609e+00, -4.754131e-02, -4.042840e-03
-1.365386767828e+00, -4.647297e-02, 1.347613e-03
-1.362454006047e+00, -4.099770e-02, 1.347613e-03
-1.359521244266e+00, -3.004718e-02, 2.695226e-03
-1.356588482484e+00, -2.804403e-02, -1.347613e-03
-1.353655720703e+00, -2.724277e-02, -4.042840e-03
-1.350722958922e+00, -2.497254e-02, -2.695226e-03
-1.347790197141e+00, -2.123334e-02, 1.347613e-03
-1.344857435359e+00, -1.522390e-02, 5.390453e-03
-1.341924673578e+00, -1.241950e-02, 1.347613e-03
-1.338991911797e+00, -6.410064e-03, -1.347613e-03
-1.336059150016e+00, -6.142978e-03, -4.042840e-03
-1.333126388234e+00, -3.338575e-03, -2.695226e-03
-1.330193626453e+00, -1.335430e-03, 0.000000e+00
-1.327260864672e+00, -9.348010e-04, 4.042840e-03
-1.324328102891e+00, -1.068344e-03, 0.000000e+00
-1.321395341109e+00, -6.677150e-04, -2.695226e-03
-1.318462579328e+00, -5.341720e-04, -5.390453e-03
-1.315529817547e+00, -4.006290e-04, 1.347613e-03
-1.312597055766e+00, -1.068344e-03, 1.347613e-03
-1.309664293984e+00, 1.335430e-03, 4.042840e-03
-1.306731532203e+00, -2.403774e-03, -2.695226e-03
-1.303798770422e+00, -9.348010e-04, -5.390453e-03
-1.300866008641e+00, 5.074634e-03, -4.042840e-03
-1.297933246859e+00, 1.602516e-03, -1.347613e-03
-1.295000485078e+00, -1.068344e-03, 1.347613e-03
-1.292067723297e+00, 1.335430e-03, 0.000000e+00
-1.289134961516e+00, 2.270231e-03, -2.695226e-03
-1.286202199734e+00, 2.403774e-03, -4.042840e-03
-1.283269437953e+00, 3.338575e-03, -2.695226e-03
-1.280336676172e+00, 5.074634e-03, 1.347613e-03
-1.277403914391e+00, 5.475263e-03, 4.042840e-03
-1.274471152609e+00, 9.080924e-03, -2.695226e-03
-1.271538390828e+00, 1.041635e-02, -2.695226e-03
-1.268605629047e+00, 7.745494e-03, -6.738066e-03
-1.265672867266e+00, 1.175178e-02, -2.695226e-03
-1.262740105484e+00, 1.415556e-02, 0.000000e+00
-1.259807343703e+00, 1.722705e-02, 2.695226e-03
-1.256874581922e+00, 1.014927e-02, -1.347613e-03
-1.253941820141e+00, 3.338575e-03, -4.042840e-03
-1.251009058359e+00, 8.279666e-03, -5.390453e-03
-1.248076296578e+00, 7.611951e-03, 0.000000e+00
-1.245143534797e+00, 3.205032e-03, 1.347613e-03
-1.242210773016e+00, -6.677150e-04, 0.000000e+00
-1.239278011234e+00, -2.670860e-04, -4.042840e-03
-1.236345249453e+00, 1.335430e-03, -4.042840e-03
-1.233412487672e+00, 2.537317e-03, -2.695226e-03
-1.230479725891e+00, -2.670860e-04, -1.347613e-03
-1.227546964109e+00, -1.335430e-04, 1.347613e-03
-1.224614202328e+00, 3.071489e-03, 1.347613e-03
-1.221681440547e+00, -1.335430e-03, -2.695226e-03
-1.218748678766e+00, 2.670860e-04, -5.390453e-03
-1.215815916984e+00, -2.670860e-04, 0.000000e+00
-1.212883155203e+00, -2.670860e-04, 2.695226e-03
-1.209950393422e+00, -8.012580e-04, 4.042840e-03
-1.207017631641e+00, -4.006290e-04, -1.347613e-03
-1.204084869859e+00, -4.006290e-04, -4.042840e-03
-1.201152108078e+00, 0.000000e+00, -5.390453e-03
-1.198219346297e+00, 1.335430e-04, 0.000000e+00
-1.195286584516e+00, 0.000000e+00, 2.695226e-03
-1.192353822734e+00, -1.335430e-04, 0.000000e+00
-1.189421060953e+00, 6.677150e-04, -1.347613e-03
-1.186488299172e+00, 2.670860e-03, -4.042840e-03
-1.183555537391e+00, 1.054990e-02, -1.347613e-03
-1.180622775609e+00, 1.495682e-02, 0.000000e+00
-1.177690013828e+00, 2.630797e-02, 4.042840e-03
-1.174757252047e+00, 3.832684e-02, 0.000000e+00
-1.171824490266e+00, 3.445410e-02, -2.695226e-03
-1.168891728484e+00, 2.737632e-02, -5.390453e-03
-1.165958966703e+00, 2.804403e-02, 0.000000e+00
-1.163026204922e+00, 3.565598e-02, 2.695226e-03
-1.160093443141e+00, 3.899456e-02, 6.738066e-03
-1.157160681359e+00, 4.193250e-02, 0.000000e+00
-1.154227919578e+00, 4.834257e-02, -1.347613e-03
-1.151295157797e+00, 5.194823e-02, -4.042840e-03
-1.148362396016e+00, 6.062852e-02, 0.000000e+00
-1.145429634234e+00, 7.037716e-02, 2.695226e-03
-1.142496872453e+00, 7.625306e-02, 4.042840e-03
-1.139564110672e+00, 7.972517e-02, -2.695226e-03
-1.136631348891e+00, 8.666941e-02, -5.390453e-03
-1.133698587109e+00, 9.948954e-02, -4.042840e-03
-1.130765825328e+00, 1.056325e-01, 0.000000e+00
-1.127833063547e+00, 9.655159e-02, 4.042840e-03
-1.124900301766e+00, 8.907318e-02, 0.000000e+00
-1.121967539984e+00, 9.120987e-02, -2.695226e-03
-1.119034778203e+00, 7.945809e-02, -6.738066e-03
-1.116102016422e+00, 6.984299e-02, -2.695226e-03
-1.113169254641e+00, 7.972517e-02, 1.347613e-03
-1.110236492859e+00, 9.014153e-02, 4.042840e-03
-1.107303731078e+00, 9.895537e-02, -1.347613e-03
-1.104370969297e+00, 1.121761e-01, -2.695226e-03
-1.101438207516e+00, 1.159153e-01, -4.042840e-03
-1.098505445734e+00, 1.284684e-01, -1.347613e-03
-1.095572683953e+00, 1.448942e-01, 1.347613e-03
-1.092639922172e+00, 1.539751e-01, 2.695226e-03
-1.089707160391e+00, 1.323411e-01, -2.695226e-03
-1.086774398609e+00, 1.028281e-01, -4.042840e-03
-1.083841636828e+00, 8.613524e-02, -2.695226e-03
-1.080908875047e+00, 7.959163e-02, 0.000000e+00
-1.077976113266e+00, 7.451700e-02, 1.347613e-03
-1.075043351484e+00, 7.718786e-02, 1.347613e-03
-1.072110589703e+00, 8.119415e-02, -1.347613e-03
-1.069177827922e+00, 8.546752e-02, -5.390453e-03
-1.066245066141e+00, 9.294593e-02, -4.042840e-03
-1.063312304359e+00, 1.201887e-01, 1.347613e-03
-1.060379542578e+00, 1.275336e-01, 1.347613e-03
-1.057446780797e+00, 1.143128e-01, 0.000000e+00
-1.054514019016e+00, 1.271329e-01, -1.347613e-03
-1.051581257234e+00, 1.423568e-01, -6.738066e-03
-1.048648495453e+00, 1.205893e-01, 0.000000e+00
-1.045715733672e+00, 9.000799e-02, 1.347613e-03
-1.042782971891e+00, 7.798911e-02, 1.347613e-03
-1.039850210109e+00, 7.718786e-02, -1.347613e-03
-1.036917448328e+00, 7.011008e-02, -4.042840e-03
-1.033984686547e+00, 6.810693e-02, -2.695226e-03
-1.031051924766e+00, 8.025935e-02, -1.347613e-03
-1.028119162984e+00, 8.920673e-02, 2.695226e-03
-1.025186401203e+00, 9.147696e-02, 1.347613e-03
-1.022253639422e+00, 1.004243e-01, -2.695226e-03
-1.019320877641e+00, 1.017598e-01, -4.042840e-03
-1.016388115859e+00, 1.022939e-01, -2.695226e-03
-1.013455354078e+00, 1.038965e-01, 2.695226e-03
-1.010522592297e+00, 9.161050e-02, 6.738066e-03
-1.007589830516e+00, 6.703859e-02, 1.347613e-03
-1.004657068734e+00, 5.274949e-02, -2.695226e-03
-1.001724306953e+00, 5.221531e-02, -4.042840e-03
-9.987915451719e-01, 4.740777e-02, 0.000000e+00
-9.958587833906e-01, 3.926164e-02, 1.347613e-03
-9.929260216094e-01, 3.672433e-02, 1.347613e-03
-9.899932598281e-01, 3.592307e-02, 0.000000e+00
-9.870604980469e-01, 3.205032e-02, -4.042840e-03
-9.841277362656e-01, 2.764340e-02, -5.390453e-03
-9.811949744844e-01, 2.777695e-02, 0.000000e+00
-9.782622127031e-01, 2.857820e-02, 2.695226e-03
-9.753294509219e-01, 2.791049e-02, 1.347613e-03
-9.723966891406e-01, 3.084843e-02, -1.347613e-03
-9.694639273594e-01, 3.525535e-02, -4.042840e-03
-9.665311655781e-01, 6.850756e-02, -1.347613e-03
-9.635984037969e-01, 9.161050e-02, 0.000000e+00
-9.606656420156e-01, 5.996081e-02, 8.085679e-03
-9.577328802344e-01, 5.047926e-02, -1.347613e-03
-9.548001184531e-01, 7.772203e-02, -1.347613e-03
-9.518673566719e-01, 1.216577e-01, -5.390453e-03
-9.489345948906e-01, 1.228596e-01, -2.695226e-03
-9.460018331094e-01, 1.108407e-01, 2.695226e-03
-9.430690713281e-01, 1.207229e-01, 4.042840e-03
-9.401363095469e-01, 1.097723e-01, -1.347613e-03
-9.372035477656e-01, 9.775348e-02, -5.390453e-03
-9.342707859844e-01, 9.120987e-02, -2.695226e-03
-9.313380242031e-01, 7.678723e-02, 0.000000e+00
-9.284052624219e-01, 6.396710e-02, 2.695226e-03
-9.254725006406e-01, 5.595452e-02, 0.000000e+00
-9.225397388594e-01, 5.234886e-02, -2.695226e-03
-9.196069770781e-01, 5.635515e-02, -5.390453e-03
-9.166742152969e-01, 6.970945e-02, -4.042840e-03
-9.137414535156e-01, 9.134342e-02, 0.000000e+00
-9.108086917344e-01, 1.024275e-01, 4.042840e-03
-9.078759299531e-01, 9.828765e-02, 0.000000e+00
-9.049431681719e-01, 1.065673e-01, -1.347613e-03
-9.020104063906e-01, 1.156482e-01, -4.042840e-03
-8.990776446094e-01, 1.215241e-01, -1.347613e-03
-8.961448828281e-01, 1.187197e-01, 0.000000e+00
-8.932121210469e-01, 1.097723e-01, 4.042840e-03
-8.902793592656e-01, 9.468199e-02, -2.695226e-03
-8.873465974844e-01, 8.720358e-02, -4.042840e-03
-8.844138357031e-01, 7.798911e-02, -5.390453e-03
-8.814810739219e-01, 6.530253e-02, 0.000000e+00
-8.785483121406e-01, 6.022790e-02, 4.042840e-03
-8.756155503594e-01, 6.022790e-02, 4.042840e-03
-8.726827885781e-01, 7.077779e-02, -1.347613e-03
-8.697500267969e-01, 7.465054e-02, -4.042840e-03
-8.668172650156e-01, 8.212895e-02, -2.695226e-03
-8.638845032344e-01, 9.161050e-02, 2.695226e-03
-8.609517414531e-01, 9.948954e-02, 2.695226e-03
-8.580189796719e-01, 1.056325e-01, 1.347613e-03
-8.550862178906e-01, 1.016262e-01, -2.695226e-03
-8.521534561094e-01, 1.141793e-01, -4.042840e-03
-8.492206943281e-01, 1.188533e-01, 0.000000e+00
-8.462879325469e-01, 1.040300e-01, 1.347613e-03
-8.433551707656e-01, 9.334656e-02, 4.042840e-03
-8.404224089844e-01, 8.199540e-02, -1.347613e-03
-8.374896472031e-01, 7.665368e-02, -2.695226e-03
-8.345568854219e-01, 7.131196e-02, -6.738066e-03
-8.316241236406e-01, 7.211322e-02, 1.347613e-03
-8.286913618594e-01, 7.879037e-02, 2.695226e-03
-8.257586000781e-01, 8.720358e-02, 1.347613e-03
-8.228258382969e-01, 9.094279e-02, -2.695226e-03
-8.198930765156e-01, 1.012256e-01, -4.042840e-03
-8.169603147344e-01, 1.083034e-01, -2.695226e-03
-8.140275529531e-01, 1.151141e-01, 0.000000e+00
-8.110947911719e-01, 1.244621e-01, 4.042840e-03
-8.081620293906e-01, 1.310057e-01, 0.000000e+00
-8.052292676094e-01, 1.107072e-01, -1.347613e-03
-8.022965058281e-01, 8.373146e-02, -5.390453e-03
-7.993637440469e-01, 7.478408e-02, -1.347613e-03
-7.964309822656e-01, 7.571888e-02, 1.347613e-03
-7.934982204844e-01, 6.543607e-02, 4.042840e-03
-7.905654587031e-01, 5.862538e-02, -1.347613e-03
-7.876326969219e-01, 5.822475e-02, -1.347613e-03
-7.846999351406e-01, 5.835829e-02, -5.390453e-03
-7.817671733594e-01, 5.809121e-02, 0.000000e+00
-7.788344115781e-01, 6.089561e-02, 2.695226e-03
-7.759016497969e-01, 6.690505e-02, 4.042840e-03
-7.729688880156e-01, 7.264739e-02, -1.347613e-03
-7.700361262344e-01, 7.905746e-02, -2.695226e-03
-7.671033644531e-01, 8.573461e-02, -1.347613e-03
-7.641706026719e-01, 8.079352e-02, -1.347613e-03
-7.612378408906e-01, 7.879037e-02, 2.695226e-03
-7.583050791094e-01, 7.745494e-02, 1.347613e-03
-7.553723173281e-01, 7.879037e-02, -1.347613e-03
-7.524395555469e-01, 8.319729e-02, -6.738066e-03
-7.495067937656e-01, 7.131196e-02, 0.000000e+00
-7.465740319844e-01, 6.036144e-02, 0.000000e+00
-7.436412702031e-01, 5.608806e-02, 4.042840e-03
-7.407085084219e-01, 5.568743e-02, -1.347613e-03
-7.377757466406e-01, 5.555389e-02, -4.042840e-03
-7.348429848594e-01, 5.662223e-02, -4.042840e-03
-7.319102230781e-01, 4.647297e-02, 0.000000e+00
-7.289774612969e-01, 4.046353e-02, 2.695226e-03
-7.260446995156e-01, 4.139833e-02, 2.695226e-03
-7.231119377344e-01, 4.166542e-02, -2.695226e-03
-7.201791759531e-01, 4.553816e-02, -4.042840e-03
-7.172464141719e-01, 4.834257e-02, -4.042840e-03
-7.143136523906e-01, 4.487045e-02, -1.347613e-03
-7.113808906094e-01, 4.620588e-02, 2.695226e-03
-7.084481288281e-01, 4.580525e-02, 0.000000e+00
-7.055153670469e-01, 4.393565e-02, -2.695226e-03
-7.025826052656e-01, 4.380211e-02, -2.695226e-03
-6.996498434844e-01, 4.246668e-02, -1.347613e-03
-6.967170817031e-01, 3.979582e-02, 1.347613e-03
-6.937843199219e-01, 3.819330e-02, 4.042840e-03
-6.908515581406e-01, 3.485472e-02, -2.695226e-03
-6.879187963594e-01, 3.365284e-02, -2.695226e-03
-6.849860345781e-01, 3.432055e-02, -2.695226e-03
