% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Statistics, Ch A Maximum (V), Ch A Minimum (V)
% Mean, 1.165437e-01, -1.365011e-01
% Min, 5.875082e-03, -2.025568e-01
% Max, 1.727808e-01, -5.073935e-03
% Std. dev., 5.902575e-02, 6.296557e-02
% Count, 178, 178
% Time (s), Ch A Maximum (V), Ch A Minimum (V)
-3.849315e+01, 1.653035e-01, -9.493599e-02
-3.839347e+01, 1.690421e-01, -9.533656e-02
-3.829350e+01, 1.697098e-01, -9.533656e-02
-3.819362e+01, 1.662381e-01, -9.480246e-02
-3.809336e+01, 1.659711e-01, -6.329066e-02
-3.799410e+01, 1.683745e-01, -3.738689e-03
-3.789337e+01, 1.686416e-01, -3.738689e-03
-3.779382e+01, 1.653035e-01, -3.872213e-03
-3.769421e+01, 1.662381e-01, -3.872213e-03
-3.759344e+01, 5.995254e-02, -4.940410e-03
-3.749342e+01, 1.028139e-02, -4.940410e-03
-3.739360e+01, 6.142132e-03, -4.806886e-03
-3.729396e+01, 6.142132e-03, -4.806886e-03
-3.719432e+01, 5.207459e-03, -4.940410e-03
-3.709323e+01, 5.340984e-03, -4.806886e-03
-3.699428e+01, 5.340984e-03, -4.806886e-03
-3.689361e+01, 4.940410e-03, -4.806886e-03
-3.679365e+01, 5.474509e-03, -4.806886e-03
-3.669368e+01, 5.207459e-03, -4.940410e-03
-3.659414e+01, 5.340984e-03, -4.806886e-03
-3.649433e+01, 5.340984e-03, -4.806886e-03
-3.639444e+01, 4.940410e-03, -4.806886e-03
-3.629365e+01, 5.207459e-03, -4.940410e-03
-3.619360e+01, 5.207459e-03, -4.940410e-03
-3.609351e+01, 5.474509e-03, -4.806886e-03
-3.599432e+01, 4.940410e-03, -4.940410e-03
-3.589371e+01, 4.940410e-03, -4.806886e-03
-3.579440e+01, 4.673361e-03, -4.940410e-03
-3.569372e+01, 4.673361e-03, -4.806886e-03
-3.559419e+01, 4.673361e-03, -4.806886e-03
-3.549436e+01, 4.406312e-03, -4.940410e-03
-3.539444e+01, 4.673361e-03, -4.806886e-03
-3.529366e+01, 4.673361e-03, -4.806886e-03
-3.519444e+01, 4.673361e-03, -4.806886e-03
-3.509428e+01, 4.673361e-03, -4.940410e-03
-3.499357e+01, 4.673361e-03, -5.207459e-03
-3.489371e+01, 4.673361e-03, -4.806886e-03
-3.479374e+01, 4.406312e-03, -5.207459e-03
-3.469407e+01, 4.406312e-03, -5.207459e-03
-3.459375e+01, 4.139263e-03, -4.005738e-03
-3.449405e+01, 4.139263e-03, -5.207459e-03
-3.439461e+01, 4.406312e-03, -4.272787e-03
-3.429395e+01, 4.406312e-03, -5.207459e-03
-3.419385e+01, 4.139263e-03, -5.207459e-03
-3.409355e+01, 4.139263e-03, -4.005738e-03
-3.399392e+01, 4.539836e-03, -4.272787e-03
-3.389452e+01, 4.539836e-03, -5.207459e-03
-3.379387e+01, 4.539836e-03, -5.207459e-03
-3.369466e+01, 4.539836e-03, -4.272787e-03
-3.359395e+01, 4.539836e-03, -5.207459e-03
-3.349396e+01, 4.539836e-03, -5.207459e-03
-3.339396e+01, 4.539836e-03, -5.207459e-03
-3.329404e+01, 4.539836e-03, -4.272787e-03
-3.319398e+01, 4.539836e-03, -4.272787e-03
-3.309475e+01, 4.539836e-03, -5.207459e-03
-3.299571e+01, 4.539836e-03, -4.005738e-03
-3.289521e+01, 4.539836e-03, -4.005738e-03
-3.279406e+01, 4.539836e-03, -5.207459e-03
-3.269448e+01, 4.539836e-03, -5.207459e-03
-3.259386e+01, 4.539836e-03, -5.207459e-03
-3.249400e+01, 4.539836e-03, -5.207459e-03
-3.239393e+01, 4.539836e-03, -4.005738e-03
-3.229398e+01, 4.539836e-03, -5.207459e-03
-3.219405e+01, 4.539836e-03, -5.207459e-03
-3.209413e+01, 4.539836e-03, -4.539836e-03
-3.199404e+01, 4.539836e-03, -4.539836e-03
-3.189472e+01, 4.940410e-03, -4.673361e-03
-3.179406e+01, 4.940410e-03, -4.539836e-03
-3.169412e+01, 4.539836e-03, -4.539836e-03
-3.159453e+01, 4.539836e-03, -4.539836e-03
-3.149412e+01, 4.539836e-03, -4.673361e-03
-3.139410e+01, 4.539836e-03, -4.673361e-03
-3.129434e+01, 4.539836e-03, -4.539836e-03
-3.119404e+01, 4.806886e-03, -4.539836e-03
-3.109435e+01, 4.806886e-03, -4.539836e-03
-3.099414e+01, 4.406312e-03, -4.539836e-03
-3.089501e+01, 4.406312e-03, -4.539836e-03
-3.079372e+01, 4.940410e-03, -4.539836e-03
-3.069475e+01, 4.940410e-03, -4.539836e-03
-3.059506e+01, 4.806886e-03, -4.539836e-03
-3.049433e+01, 4.406312e-03, -4.539836e-03
-3.039502e+01, 4.406312e-03, -4.539836e-03
-3.029433e+01, 4.940410e-03, -4.539836e-03
-3.019499e+01, 4.806886e-03, -4.539836e-03
-3.009489e+01, 4.406312e-03, -4.539836e-03
-2.999441e+01, 4.406312e-03, -4.539836e-03
-2.989514e+01, 4.806886e-03, -4.539836e-03
-2.979443e+01, 4.940410e-03, -4.673361e-03
-2.969461e+01, 4.406312e-03, -4.539836e-03
-2.959498e+01, 4.940410e-03, -4.539836e-03
-2.949445e+01, 4.806886e-03, -4.539836e-03
-2.939487e+01, 4.406312e-03, -4.539836e-03
-2.929498e+01, 4.406312e-03, -4.005738e-03
-2.919457e+01, 4.940410e-03, -3.872213e-03
-2.909460e+01, 4.940410e-03, -3.872213e-03
-2.899505e+01, 4.539836e-03, -3.872213e-03
-2.889445e+01, 4.406312e-03, -4.005738e-03
-2.879581e+01, 4.406312e-03, -3.872213e-03
-2.869829e+01, 4.940410e-03, -3.872213e-03
-2.859699e+01, 4.940410e-03, -3.872213e-03
-2.849696e+01, 4.272787e-03, -3.872213e-03
-2.839640e+01, 4.406312e-03, -4.005738e-03
-2.829644e+01, 4.406312e-03, -4.005738e-03
-2.819669e+01, 4.406312e-03, -3.872213e-03
-2.809627e+01, 3.738689e-03, -3.872213e-03
-2.799636e+01, 4.406312e-03, -4.005738e-03
-2.789643e+01, 4.673361e-03, -4.005738e-03
-2.779678e+01, 4.272787e-03, -3.872213e-03
-2.769632e+01, 4.272787e-03, -3.872213e-03
-2.759688e+01, 4.406312e-03, -4.005738e-03
-2.749673e+01, 4.673361e-03, -4.005738e-03
-2.739647e+01, 3.738689e-03, -3.872213e-03
-2.729673e+01, 3.738689e-03, -3.872213e-03
-2.719643e+01, 4.406312e-03, -4.673361e-03
-2.709626e+01, 5.207459e-03, -4.673361e-03
-2.699657e+01, 4.272787e-03, -4.673361e-03
-2.689648e+01, 4.406312e-03, -4.673361e-03
-2.679684e+01, 4.673361e-03, -4.806886e-03
-2.669682e+01, 5.207459e-03, -4.673361e-03
-2.659634e+01, 5.207459e-03, -4.673361e-03
-2.649647e+01, 5.207459e-03, -4.673361e-03
-2.639649e+01, 5.207459e-03, -4.673361e-03
-2.629668e+01, 5.207459e-03, -4.806886e-03
-2.619645e+01, 5.207459e-03, -4.673361e-03
-2.609636e+01, 5.207459e-03, -5.474509e-03
-2.599650e+01, 5.207459e-03, -5.474509e-03
-2.589653e+01, 5.207459e-03, -5.474509e-03
-2.579646e+01, 5.207459e-03, -5.474509e-03
-2.569649e+01, 5.207459e-03, -4.806886e-03
-2.559625e+01, 5.207459e-03, -4.806886e-03
-2.549671e+01, 5.207459e-03, -5.474509e-03
-2.539691e+01, 5.207459e-03, -5.474509e-03
-2.529661e+01, 5.207459e-03, -5.474509e-03
-2.519655e+01, 5.207459e-03, -4.806886e-03
-2.509659e+01, 5.207459e-03, -5.474509e-03
-2.499678e+01, 5.207459e-03, -5.474509e-03
-2.489698e+01, 5.207459e-03, -4.806886e-03
-2.479662e+01, 5.207459e-03, -5.474509e-03
-2.469695e+01, 5.207459e-03, -5.474509e-03
-2.459679e+01, 5.207459e-03, -5.474509e-03
-2.449689e+01, 5.207459e-03, -5.474509e-03
-2.439678e+01, 5.207459e-03, -4.940410e-03
-2.429717e+01, 5.207459e-03, -5.474509e-03
-2.419726e+01, 5.207459e-03, -5.474509e-03
-2.409665e+01, 5.340984e-03, -5.474509e-03
-2.399712e+01, 5.340984e-03, -4.940410e-03
-2.389706e+01, 5.340984e-03, -4.940410e-03
-2.379671e+01, 5.340984e-03, -5.474509e-03
-2.369677e+01, 5.340984e-03, -4.940410e-03
-2.359674e+01, 5.340984e-03, -4.940410e-03
-2.349679e+01, 5.340984e-03, -5.474509e-03
-2.339734e+01, 5.340984e-03, -5.474509e-03
-2.329686e+01, 5.340984e-03, -4.806886e-03
-2.319679e+01, 5.340984e-03, -4.940410e-03
-2.309686e+01, 5.474509e-03, -4.940410e-03
-2.299683e+01, 5.340984e-03, -4.940410e-03
-2.289672e+01, 5.340984e-03, -4.940410e-03
-2.279681e+01, 5.741558e-03, -4.940410e-03
-2.269661e+01, 5.608033e-03, -4.940410e-03
-2.259712e+01, 5.608033e-03, -4.940410e-03
-2.249710e+01, 5.608033e-03, -4.940410e-03
-2.239685e+01, 5.608033e-03, -4.940410e-03
-2.229698e+01, 5.741558e-03, -4.940410e-03
-2.219698e+01, 6.008607e-03, -4.940410e-03
-2.209795e+01, 7.076804e-03, -4.940410e-03
-2.199768e+01, 7.076804e-03, -4.940410e-03
-2.189708e+01, 6.943279e-03, -4.940410e-03
-2.179693e+01, 6.943279e-03, -4.940410e-03
-2.169695e+01, 7.076804e-03, -4.940410e-03
-2.159700e+01, 7.076804e-03, -4.940410e-03
-2.149708e+01, 6.943279e-03, -4.940410e-03
-2.139737e+01, 6.943279e-03, -4.272787e-03
-2.129744e+01, 7.076804e-03, -4.673361e-03
-2.119716e+01, 7.076804e-03, -4.272787e-03
-2.109721e+01, 6.943279e-03, -4.406312e-03
-2.099746e+01, 7.076804e-03, -4.673361e-03
-2.089720e+01, 7.076804e-03, -4.673361e-03
-2.079724e+01, 6.943279e-03, -4.673361e-03
-2.069751e+01, 6.943279e-03, -5.207459e-03
-2.059726e+01, 7.076804e-03, -4.673361e-03
-2.049751e+01, 7.076804e-03, -4.673361e-03
-2.039725e+01, 7.076804e-03, -4.673361e-03
-2.029756e+01, 7.076804e-03, -4.673361e-03
-2.019769e+01, 6.943279e-03, -5.207459e-03
-2.009719e+01, 7.076804e-03, -4.673361e-03
-1.999775e+01, 7.076804e-03, -4.673361e-03
-1.989733e+01, 7.076804e-03, -4.806886e-03
-1.979752e+01, 7.076804e-03, -4.806886e-03
-1.969767e+01, 7.210328e-03, -4.673361e-03
-1.959722e+01, 7.076804e-03, -4.806886e-03
-1.949720e+01, 6.943279e-03, -4.673361e-03
-1.939737e+01, 7.076804e-03, -4.673361e-03
-1.929725e+01, 7.076804e-03, -4.673361e-03
-1.919763e+01, 7.076804e-03, -4.806886e-03
-1.909737e+01, 5.207459e-03, -4.806886e-03
-1.899730e+01, 4.806886e-03, -4.673361e-03
-1.889729e+01, 4.806886e-03, -4.806886e-03
-1.879732e+01, 4.940410e-03, -4.806886e-03
-1.869754e+01, 4.940410e-03, -4.806886e-03
-1.859727e+01, 5.875082e-03, -4.673361e-03
-1.849774e+01, 5.875082e-03, -4.806886e-03
-1.839748e+01, 5.875082e-03, -4.806886e-03
-1.829785e+01, 5.875082e-03, -4.806886e-03
-1.819792e+01, 6.142132e-03, -4.806886e-03
-1.809740e+01, 5.875082e-03, -4.673361e-03
-1.799792e+01, 5.875082e-03, -4.673361e-03
-1.789755e+01, 5.875082e-03, -4.806886e-03
-1.779840e+01, 5.875082e-03, -4.139263e-03
-1.769794e+01, 5.875082e-03, -5.875082e-03
-1.759792e+01, 5.875082e-03, -5.073935e-03
-1.749801e+01, 5.875082e-03, -5.875082e-03
-1.739762e+01, 5.875082e-03, -5.073935e-03
-1.729769e+01, 8.812624e-03, -5.073935e-03
-1.719771e+01, 9.613771e-03, -5.073935e-03
-1.709771e+01, 9.346722e-03, -5.875082e-03
-1.699771e+01, 9.346722e-03, -5.875082e-03
-1.689806e+01, 8.812624e-03, -5.073935e-03
-1.679788e+01, 9.613771e-03, -5.073935e-03
-1.669777e+01, 9.213197e-03, -1.936107e-02
-1.659762e+01, 9.346722e-03, -6.889869e-02
-1.649813e+01, 9.613771e-03, -6.969984e-02
-1.639755e+01, 9.346722e-03, -1.161664e-01
-1.629808e+01, 9.346722e-03, -1.335246e-01
-1.619778e+01, 9.213197e-03, -1.377974e-01
-1.609811e+01, 9.346722e-03, -1.371298e-01
-1.599791e+01, 9.613771e-03, -1.404679e-01
-1.589756e+01, 5.995254e-02, -1.404679e-01
-1.579773e+01, 1.204392e-01, -1.385985e-01
-1.569775e+01, 1.384650e-01, -1.377974e-01
-1.559775e+01, 1.490135e-01, -1.391326e-01
-1.549770e+01, 1.479453e-01, -1.419366e-01
-1.539807e+01, 1.523516e-01, -1.376639e-01
-1.529781e+01, 1.511498e-01, -1.376639e-01
-1.519804e+01, 1.490135e-01, -1.392662e-01
-1.509772e+01, 1.502152e-01, -1.391326e-01
-1.499792e+01, 1.515504e-01, -1.359280e-01
-1.489874e+01, 1.502152e-01, -1.380644e-01
-1.479825e+01, 1.486129e-01, -1.535533e-01
-1.469821e+01, 1.511498e-01, -1.849316e-01
-1.459780e+01, 1.511498e-01, -1.834628e-01
-1.449787e+01, 1.490135e-01, -1.799912e-01
-1.439817e+01, 1.479453e-01, -1.797241e-01
-1.429818e+01, 1.486129e-01, -1.785224e-01
-1.419796e+01, 1.511498e-01, -1.849316e-01
-1.409787e+01, 1.511498e-01, -1.834628e-01
-1.399836e+01, 1.502152e-01, -1.799912e-01
-1.389796e+01, 1.502152e-01, -1.809258e-01
-1.379798e+01, 1.491470e-01, -1.815935e-01
-1.369801e+01, 1.511498e-01, -1.849316e-01
-1.359800e+01, 1.490135e-01, -1.791900e-01
-1.349793e+01, 1.479453e-01, -1.797241e-01
-1.339799e+01, 1.498146e-01, -1.829287e-01
-1.329802e+01, 1.502152e-01, -1.819940e-01
-1.319845e+01, 1.502152e-01, -1.819940e-01
-1.309794e+01, 1.476782e-01, -1.809258e-01
-1.299828e+01, 1.511498e-01, -1.834628e-01
-1.289845e+01, 1.502152e-01, -1.809258e-01
-1.279815e+01, 1.502152e-01, -1.809258e-01
-1.269819e+01, 1.491470e-01, -1.803917e-01
-1.259841e+01, 1.349934e-01, -1.806588e-01
-1.249799e+01, 1.192375e-01, -1.838634e-01
-1.239824e+01, 1.211068e-01, -1.797241e-01
-1.229806e+01, 1.224421e-01, -1.815935e-01
-1.219794e+01, 1.192375e-01, -1.819940e-01
-1.209831e+01, 1.192375e-01, -1.829287e-01
-1.199824e+01, 1.192375e-01, -1.838634e-01
-1.189858e+01, 1.211068e-01, -1.797241e-01
-1.179817e+01, 1.209733e-01, -1.785224e-01
-1.169805e+01, 1.209733e-01, -1.245785e-01
-1.159815e+01, 1.192375e-01, -7.824541e-02
-1.149816e+01, 1.217744e-01, -7.811189e-02
-1.139841e+01, 1.211068e-01, -7.811189e-02
-1.129816e+01, 1.201721e-01, -7.904656e-02
-1.119894e+01, 1.209733e-01, -7.904656e-02
-1.109864e+01, 1.201721e-01, -7.811189e-02
-1.099804e+01, 1.217744e-01, -7.811189e-02
-1.089818e+01, 1.192375e-01, -7.851246e-02
-1.079831e+01, 1.209733e-01, -7.811189e-02
-1.069857e+01, 1.209733e-01, -7.811189e-02
-1.059831e+01, 1.217744e-01, -7.904656e-02
-1.049867e+01, 1.217744e-01, -7.811189e-02
-1.039876e+01, 1.192375e-01, -7.811189e-02
-1.029841e+01, 1.211068e-01, -7.811189e-02
-1.019867e+01, 1.209733e-01, -7.904656e-02
-1.009876e+01, 1.217744e-01, -7.904656e-02
-9.998387e+00, 1.053509e-01, -7.811189e-02
-9.898326e+00, 9.707238e-02, -7.811189e-02
-9.798319e+00, 5.487861e-02, -7.811189e-02
-9.698443e+00, 4.646656e-02, -7.811189e-02
-9.598834e+00, 4.606599e-02, -7.904656e-02
-9.498788e+00, 4.606599e-02, -7.811189e-02
-9.398733e+00, 4.606599e-02, -7.811189e-02
-9.298933e+00, 4.646656e-02, -7.811189e-02
-9.198543e+00, 4.619951e-02, -7.811189e-02
-9.098410e+00, 4.619951e-02, -7.824541e-02
-8.998452e+00, 4.646656e-02, -6.382476e-02
-8.898520e+00, 4.606599e-02, -6.943279e-03
-8.798896e+00, 4.606599e-02, -6.943279e-03
-8.698961e+00, 4.606599e-02, -6.943279e-03
-8.598594e+00, 4.165967e-02, -6.809755e-03
-8.498479e+00, 7.343853e-03, -6.943279e-03
-8.398583e+00, 7.210328e-03, -6.943279e-03
-8.298895e+00, 7.210328e-03, -6.943279e-03
-8.198972e+00, 7.343853e-03, -6.943279e-03
-8.098447e+00, 7.343853e-03, -6.809755e-03
-7.998663e+00, 7.343853e-03, -6.809755e-03
-7.898659e+00, 7.210328e-03, -7.904656e-02
-7.798671e+00, 7.210328e-03, -1.086890e-01
-7.699069e+00, 7.210328e-03, -1.292518e-01
-7.598582e+00, 7.343853e-03, -1.363286e-01
-7.498947e+00, 7.210328e-03, -1.424707e-01
-7.398565e+00, 7.210328e-03, -1.434054e-01
-7.298707e+00, 7.210328e-03, -1.434054e-01
-7.198788e+00, 1.212403e-01, -1.376639e-01
-7.098558e+00, 1.725138e-01, -1.432719e-01
-6.998620e+00, 1.721132e-01, -1.464765e-01
-6.899242e+00, 1.686416e-01, -1.422037e-01
-6.798589e+00, 1.713121e-01, -1.389991e-01
-6.698792e+00, 1.713121e-01, -1.389991e-01
-6.598647e+00, 1.711785e-01, -1.443401e-01
-6.498692e+00, 1.695762e-01, -1.364621e-01
-6.398660e+00, 1.718462e-01, -1.424707e-01
-6.298565e+00, 1.727808e-01, -1.446071e-01
-6.199083e+00, 1.694427e-01, -1.443401e-01
-6.099221e+00, 1.707780e-01, -1.463430e-01
-5.998793e+00, 1.695762e-01, -1.466100e-01
-5.899233e+00, 1.695762e-01, -1.466100e-01
-5.798672e+00, 1.727808e-01, -1.446071e-01
-5.698877e+00, 1.703774e-01, -1.443401e-01
-5.598862e+00, 1.707780e-01, -1.463430e-01
-5.499345e+00, 1.695762e-01, -1.463430e-01
-5.399026e+00, 1.721132e-01, -1.464765e-01
-5.298819e+00, 1.727808e-01, -1.464765e-01
-5.199238e+00, 1.683745e-01, -1.466100e-01
-5.099027e+00, 1.707780e-01, -1.462094e-01
-4.999253e+00, 1.711785e-01, -1.534198e-01
-4.899066e+00, 1.686416e-01, -1.693092e-01
-4.798881e+00, 1.695762e-01, -2.025568e-01
-4.699277e+00, 1.727808e-01, -1.937442e-01
-4.599341e+00, 1.725138e-01, -1.949459e-01
-4.498999e+00, 1.682410e-01, -2.010880e-01
-4.398905e+00, 1.695762e-01, -2.020227e-01
-4.298908e+00, 1.721132e-01, -1.945453e-01
-4.199332e+00, 1.727808e-01, -1.936107e-01
-4.098970e+00, 1.614312e-01, -2.021562e-01
-3.998846e+00, 1.614312e-01, -2.010880e-01
-3.899394e+00, 1.603630e-01, -2.020227e-01
-3.798983e+00, 1.586272e-01, -1.992187e-01
-3.699557e+00, 1.556897e-01, -1.936107e-01
-3.599083e+00, 1.614312e-01, -2.010880e-01
-3.499013e+00, 1.614312e-01, -2.010880e-01
-3.399006e+00, 1.582266e-01, -1.964147e-01
-3.298790e+00, 1.618318e-01, -1.984176e-01
-3.199075e+00, 1.603630e-01, -1.984176e-01
-3.099124e+00, 1.600960e-01, -2.005539e-01
-2.999595e+00, 1.574255e-01, -1.957471e-01
-2.899213e+00, 1.619653e-01, -1.997528e-01
-2.799353e+00, 1.618318e-01, -1.997528e-01
-2.699146e+00, 1.586272e-01, -1.992187e-01
-2.599493e+00, 1.600960e-01, -1.992187e-01
-2.499309e+00, 1.550221e-01, -1.949459e-01
-2.399315e+00, 1.528857e-01, -2.010880e-01
-2.299460e+00, 1.484794e-01, -1.982840e-01
-2.199745e+00, 1.526186e-01, -1.950794e-01
-2.099305e+00, 1.555562e-01, -1.949459e-01
-1.999176e+00, 1.474112e-01, -2.005539e-01
-1.899221e+00, 1.528857e-01, -1.884032e-01
-1.799570e+00, 1.498146e-01, -1.908067e-01
-1.699453e+00, 1.526186e-01, -1.950794e-01
-1.599849e+00, 1.562238e-01, -1.893379e-01
-1.499671e+00, 1.474112e-01, -1.916078e-01
-1.399770e+00, 1.480788e-01, -1.916078e-01
-1.299123e+00, 1.495476e-01, -1.937442e-01
-1.199130e+00, 1.490135e-01, -1.937442e-01
-1.099668e+00, 1.455418e-01, -1.888038e-01
-9.994550e-01, 1.472776e-01, -1.925425e-01
-8.993299e-01, 1.476782e-01, -1.925425e-01
-7.993419e-01, 1.476782e-01, -1.962812e-01
-6.993880e-01, 1.446071e-01, -1.974829e-01
-5.998890e-01, 1.478117e-01, -1.950794e-01
-4.994218e-01, 1.507493e-01, -1.938777e-01
-3.993258e-01, 1.555562e-01, -1.981505e-01
-3.002300e-01, 1.526186e-01, -1.937442e-01
-2.003100e-01, 1.511498e-01, -1.954800e-01
-9.930205e-02, 1.511498e-01, -1.954800e-01
0.000000e+00, 1.550221e-01, -1.974829e-01
