% Moku:Oscilloscope
% Channel A (Input 1) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Channel B (Input 2) - DC coupling, 1 MOhm impedance, 1 x probe attenuation
% Time span 3.000 s, time offset 1.740 s, Normal acquisition mode, 1 averages
% Edge trigger: Channel A, level 2.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output 1 - Pulse, 50.000 000 Hz, 3.303 5 Vpp, offset 0.000 0 V, phase 0.000 deg, width 1.000 ms, edge 4.000 ns, output load 1 MOhm
% Output 2 - Ramp, 50.000 000 000 kHz, 500.9 mVpp, offset 0.000 0 V, phase 0.000 deg, symmetry 90.00 %, output load 50 Ohm
% Internal 10 MHz clock
% Acquired 2022-05-01 T 02:47:07 -0400
% Kite Propulsion Generator Prototype Iteration 1.0
% Statistics, Ch A Maximum (V), Ch A Minimum (V)
% Mean, 1.165437e-01, -1.365011e-01
% Min, 5.875082e-03, -2.025568e-01
% Max, 1.727808e-01, -5.073935e-03
% Std. dev., 5.902575e-02, 6.296557e-02
% Count, 178, 178
% Time (s), Ch A Maximum (V), Ch A Minimum (V)
-8.825458e+01, 4.539711e-03, -4.406190e-03
-8.815453e+01, 4.539711e-03, -4.406190e-03
-8.805531e+01, 2.803939e-03, -4.272669e-03
-8.795528e+01, 4.005628e-03, -4.406190e-03
-8.785540e+01, 4.539711e-03, -4.272669e-03
-8.775457e+01, 4.539711e-03, -4.272669e-03
-8.765612e+01, 4.005628e-03, -4.406190e-03
-8.755617e+01, 4.539711e-03, -4.406190e-03
-8.745475e+01, 4.539711e-03, -4.406190e-03
-8.735546e+01, 2.803939e-03, -4.272669e-03
-8.725464e+01, 4.005628e-03, -4.406190e-03
-8.715445e+01, 4.005628e-03, -4.406190e-03
-8.705679e+01, 4.539711e-03, -4.406190e-03
-8.695683e+01, 2.269856e-03, -4.272669e-03
-8.685867e+01, 3.605065e-03, -4.272669e-03
-8.675628e+01, 3.605065e-03, -4.406190e-03
-8.665488e+01, 3.738586e-03, -4.406190e-03
-8.655467e+01, 3.605065e-03, -4.406190e-03
-8.645697e+01, 3.605065e-03, -4.406190e-03
-8.635682e+01, 3.738586e-03, -4.406190e-03
-8.625654e+01, 3.738586e-03, -4.406190e-03
-8.615677e+01, 3.605065e-03, -4.272669e-03
-8.605678e+01, 5.741399e-03, -3.738586e-03
-8.593815e+01, 5.207388e-03, -4.406251e-03
-8.583868e+01, 5.207388e-03, -4.406251e-03
-8.573886e+01, 5.474433e-03, -4.272728e-03
-8.563889e+01, 5.741479e-03, -3.738637e-03
-8.553879e+01, 5.207388e-03, -4.406251e-03
-8.542161e+01, 5.207388e-03, -4.406251e-03
-8.532218e+01, 5.474433e-03, -4.272728e-03
-8.522227e+01, 5.207388e-03, -4.406251e-03
-8.510694e+01, 5.207388e-03, -3.872160e-03
-8.500713e+01, 5.474433e-03, -4.272728e-03
-8.490734e+01, 5.875001e-03, -4.272728e-03
-8.480523e+01, 5.875001e-03, -4.673297e-03
-8.470579e+01, 5.875001e-03, -4.673297e-03
-8.460568e+01, 5.741479e-03, -4.806819e-03
-8.450571e+01, 5.741479e-03, -4.673297e-03
-8.440557e+01, 5.875001e-03, -4.673297e-03
-8.430567e+01, 5.875001e-03, -4.673297e-03
-8.420550e+01, 5.875001e-03, -4.673297e-03
-8.410562e+01, 5.875001e-03, -4.673297e-03
-8.400714e+01, 5.875001e-03, -4.673297e-03
-8.390667e+01, 5.875001e-03, -5.474433e-03
-8.380715e+01, 5.875001e-03, -5.474433e-03
-8.370494e+01, 5.875001e-03, -5.607956e-03
-8.358906e+01, 5.875082e-03, -5.474509e-03
-8.348916e+01, 5.741558e-03, -5.474509e-03
-8.338897e+01, 6.008607e-03, -5.608033e-03
-8.328907e+01, 6.008607e-03, -5.608033e-03
-8.318897e+01, 5.875082e-03, -5.474509e-03
-8.309060e+01, 6.008607e-03, -5.608033e-03
-8.299224e+01, 5.875082e-03, -5.474509e-03
-8.289041e+01, 6.008607e-03, -5.474509e-03
-8.278858e+01, 6.008607e-03, -5.741558e-03
-8.268904e+01, 6.008607e-03, -5.608033e-03
-8.258914e+01, 5.875082e-03, -5.474509e-03
-8.248916e+01, 6.008607e-03, -5.741558e-03
-8.238903e+01, 6.008607e-03, -5.741558e-03
-8.228982e+01, 5.875082e-03, -5.608033e-03
-8.219049e+01, 6.008607e-03, -5.474509e-03
-8.209059e+01, 6.008607e-03, -5.741558e-03
-8.198820e+01, 6.008607e-03, -5.608033e-03
-8.188903e+01, 5.741558e-03, -5.474509e-03
-8.178910e+01, 5.741558e-03, -5.474509e-03
-8.168917e+01, 6.008607e-03, -5.741558e-03
-8.159023e+01, 6.008607e-03, -5.608033e-03
-8.149070e+01, 5.741558e-03, -5.474509e-03
-8.139040e+01, 6.008607e-03, -5.474509e-03
-8.129056e+01, 6.008607e-03, -5.741558e-03
-8.118871e+01, 5.741558e-03, -5.608033e-03
-8.108924e+01, 5.741558e-03, -5.474509e-03
-8.098929e+01, 6.008607e-03, -5.741558e-03
-8.088948e+01, 6.008607e-03, -5.474509e-03
-8.078930e+01, 6.008607e-03, -5.474509e-03
-8.068935e+01, 5.741558e-03, -5.608033e-03
-8.058927e+01, 6.008607e-03, -5.474509e-03
-8.048930e+01, 6.008607e-03, -5.474509e-03
-8.038950e+01, 5.741558e-03, -4.406312e-03
-8.028865e+01, 3.605164e-03, -5.474509e-03
-8.018877e+01, 5.474509e-03, -5.474509e-03
-8.009046e+01, 5.207459e-03, -5.474509e-03
-7.998972e+01, 5.207459e-03, -4.406312e-03
-7.989277e+01, 5.474509e-03, -5.474509e-03
-7.978891e+01, 5.474509e-03, -5.474509e-03
-7.968934e+01, 5.207459e-03, -3.738689e-03
-7.958956e+01, 5.207459e-03, -4.005738e-03
-7.948956e+01, 5.207459e-03, -4.005738e-03
-7.938935e+01, 5.474509e-03, -4.005738e-03
-7.928939e+01, 5.207459e-03, -4.005738e-03
-7.918953e+01, 5.474509e-03, -4.005738e-03
-7.909264e+01, 5.474509e-03, -4.005738e-03
-7.899283e+01, 5.207459e-03, -3.738689e-03
-7.889110e+01, 5.207459e-03, -4.005738e-03
-7.879046e+01, 5.207459e-03, -4.005738e-03
-7.868901e+01, 5.474509e-03, -4.005738e-03
-7.858968e+01, 5.207459e-03, -3.204590e-03
-7.848969e+01, 5.474509e-03, -3.204590e-03
-7.838961e+01, 5.741558e-03, -4.005738e-03
-7.828977e+01, 5.741558e-03, -4.005738e-03
-7.818971e+01, 5.474509e-03, -3.204590e-03
-7.808940e+01, 5.474509e-03, -4.806886e-03
-7.798999e+01, 5.741558e-03, -4.806886e-03
-7.789254e+01, 5.474509e-03, -4.139263e-03
-7.778983e+01, 5.474509e-03, -4.539836e-03
-7.768980e+01, 5.741558e-03, -4.806886e-03
-7.758994e+01, 5.741558e-03, -4.806886e-03
-7.748971e+01, 5.741558e-03, -4.806886e-03
-7.738965e+01, 5.474509e-03, -4.139263e-03
-7.728952e+01, 5.741558e-03, -4.806886e-03
-7.718950e+01, 5.741558e-03, -4.806886e-03
-7.708978e+01, 5.474509e-03, -4.539836e-03
-7.698964e+01, 5.474509e-03, -4.806886e-03
-7.688971e+01, 5.474509e-03, -4.806886e-03
-7.678920e+01, 5.741558e-03, -4.806886e-03
-7.669060e+01, 5.474509e-03, -4.539836e-03
-7.659026e+01, 5.741558e-03, -4.806886e-03
-7.648919e+01, 5.474509e-03, -4.806886e-03
-7.638988e+01, 5.741558e-03, -4.806886e-03
-7.628992e+01, 5.741558e-03, -4.806886e-03
-7.618989e+01, 5.474509e-03, -4.806886e-03
-7.608916e+01, 5.741558e-03, -4.806886e-03
-7.598921e+01, 5.474509e-03, -4.539836e-03
-7.588914e+01, 5.474509e-03, -4.139263e-03
-7.578967e+01, 5.474509e-03, -4.806886e-03
-7.568923e+01, 5.741558e-03, -4.806886e-03
-7.558996e+01, 5.741558e-03, -4.806886e-03
-7.548999e+01, 5.474509e-03, -4.806886e-03
-7.538917e+01, 4.005738e-03, -4.806886e-03
-7.529000e+01, 4.005738e-03, -4.806886e-03
-7.518999e+01, 4.139263e-03, -4.806886e-03
-7.508923e+01, 4.005738e-03, -4.806886e-03
-7.499009e+01, 4.005738e-03, -3.605164e-03
-7.489005e+01, 4.139263e-03, -3.605164e-03
-7.478922e+01, 4.005738e-03, -4.139263e-03
-7.468936e+01, 4.005738e-03, -4.005738e-03
-7.458919e+01, 4.005738e-03, -3.872213e-03
-7.448933e+01, 4.139263e-03, -3.605164e-03
-7.439016e+01, 4.005738e-03, -3.872213e-03
-7.428944e+01, 4.005738e-03, -3.872213e-03
-7.418939e+01, 4.139263e-03, -4.673361e-03
-7.409022e+01, 4.139263e-03, -4.406312e-03
-7.398992e+01, 4.139263e-03, -4.406312e-03
-7.388930e+01, 4.005738e-03, -4.673361e-03
-7.379008e+01, 4.406312e-03, -4.406312e-03
-7.368946e+01, 4.005738e-03, -4.673361e-03
-7.359017e+01, 4.139263e-03, -4.673361e-03
-7.348941e+01, 4.005738e-03, -4.673361e-03
-7.339025e+01, 4.139263e-03, -4.406312e-03
-7.328953e+01, 6.409181e-03, -4.406312e-03
-7.319107e+01, 6.409181e-03, -4.673361e-03
-7.308999e+01, 6.809755e-03, -5.474509e-03
-7.298985e+01, 6.809755e-03, -1.442066e-02
-7.288966e+01, 6.409181e-03, -2.470205e-02
-7.278994e+01, 6.409181e-03, -4.392959e-02
-7.268964e+01, 6.409181e-03, -5.314279e-02
-7.258999e+01, 6.409181e-03, -6.943279e-02
-7.249006e+01, 6.409181e-03, -8.745861e-02
-7.239064e+01, 6.809755e-03, -1.977499e-01
-7.228970e+01, 6.809755e-03, -1.962812e-01
-7.218963e+01, 6.409181e-03, -1.970823e-01
-7.208973e+01, 6.409181e-03, -1.992187e-01
-7.199029e+01, 6.409181e-03, -1.930766e-01
-7.188946e+01, 6.809755e-03, -1.977499e-01
-7.179026e+01, 6.409181e-03, -1.949459e-01
-7.168969e+01, 6.409181e-03, -1.970823e-01
-7.158965e+01, 7.343853e-03, -1.945453e-01
-7.149044e+01, 1.215074e-01, -2.016221e-01
-7.138971e+01, 1.570249e-01, -2.016221e-01
-7.128975e+01, 1.520845e-01, -1.893379e-01
-7.118974e+01, 1.556897e-01, -1.962812e-01
-7.108966e+01, 1.567579e-01, -1.992187e-01
-7.098973e+01, 1.567579e-01, -1.992187e-01
-7.089043e+01, 1.527521e-01, -1.916078e-01
-7.079058e+01, 1.556897e-01, -1.977499e-01
-7.069040e+01, 1.582266e-01, -2.008210e-01
-7.059073e+01, 1.548885e-01, -1.970823e-01
-7.049017e+01, 1.542209e-01, -1.930766e-01
-7.039012e+01, 1.570249e-01, -2.016221e-01
-7.029014e+01, 1.570249e-01, -2.021562e-01
-7.019068e+01, 1.515504e-01, -1.893379e-01
-7.009076e+01, 1.515504e-01, -1.873350e-01
-6.999003e+01, 1.564908e-01, -1.992187e-01
-6.989038e+01, 1.567579e-01, -1.992187e-01
-6.978975e+01, 1.582266e-01, -2.021562e-01
-6.969066e+01, 1.515504e-01, -1.893379e-01
-6.959005e+01, 1.515504e-01, -1.898720e-01
-6.948990e+01, 1.564908e-01, -1.992187e-01
-6.939054e+01, 1.567579e-01, -2.016221e-01
-6.928993e+01, 1.548885e-01, -1.506157e-01
-6.919013e+01, 1.520845e-01, -1.474112e-01
-6.909061e+01, 1.571585e-01, -1.570249e-01
-6.898992e+01, 1.571585e-01, -1.570249e-01
-6.889006e+01, 1.539539e-01, -1.495476e-01
-6.878995e+01, 1.564908e-01, -1.530192e-01
-6.868983e+01, 1.582266e-01, -1.568914e-01
-6.859071e+01, 1.587607e-01, -1.520845e-01
-6.849000e+01, 1.564908e-01, -1.484794e-01
-6.838973e+01, 1.558232e-01, -1.548885e-01
-6.829068e+01, 1.564908e-01, -1.530192e-01
-6.818979e+01, 1.579596e-01, -1.506157e-01
-6.809057e+01, 1.564908e-01, -1.474112e-01
-6.799079e+01, 1.564908e-01, -1.486129e-01
-6.789013e+01, 1.558232e-01, -1.548885e-01
-6.779006e+01, 1.571585e-01, -1.495476e-01
-6.769066e+01, 1.564908e-01, -1.508828e-01
-6.759015e+01, 1.587607e-01, -1.520845e-01
-6.749083e+01, 1.564908e-01, -1.486129e-01
-6.739007e+01, 1.558232e-01, -1.548885e-01
-6.729086e+01, 1.571585e-01, -1.495476e-01
-6.719026e+01, 1.564908e-01, -1.474112e-01
-6.709074e+01, 1.564908e-01, -1.364621e-01
-6.699007e+01, 1.583602e-01, -1.340587e-01
-6.689016e+01, 1.583602e-01, -1.359280e-01
-6.679023e+01, 1.564908e-01, -1.345928e-01
-6.669090e+01, 1.564908e-01, -1.368627e-01
-6.659094e+01, 1.552891e-01, -1.380644e-01
-6.649033e+01, 1.587607e-01, -1.340587e-01
-6.639096e+01, 1.564908e-01, -1.351269e-01
-6.629026e+01, 1.564908e-01, -1.345928e-01
-6.619102e+01, 1.564908e-01, -1.376639e-01
-6.609038e+01, 1.564908e-01, -1.331240e-01
-6.599012e+01, 1.564908e-01, -1.364621e-01
-6.589075e+01, 1.558232e-01, -1.406014e-01
-6.579172e+01, 1.576926e-01, -1.434054e-01
-6.569133e+01, 1.393997e-01, -1.463430e-01
-6.559045e+01, 1.410020e-01, -1.546215e-01
-6.549113e+01, 1.420702e-01, -1.546215e-01
-6.539106e+01, 1.396667e-01, -1.560903e-01
-6.529046e+01, 1.418031e-01, -1.588943e-01
-6.519114e+01, 1.393997e-01, -1.531527e-01
-6.509047e+01, 1.410020e-01, -1.531527e-01
-6.499046e+01, 1.402008e-01, -1.570249e-01
-6.489132e+01, 1.396667e-01, -1.570249e-01
-6.479059e+01, 1.662381e-01, -1.568914e-01
-6.469051e+01, 1.626330e-01, -1.534198e-01
-6.459119e+01, 1.658376e-01, -1.582266e-01
-6.449061e+01, 1.679739e-01, -1.583602e-01
-6.439113e+01, 1.653035e-01, -1.556897e-01
-6.429124e+01, 1.643688e-01, -1.560903e-01
-6.419062e+01, 1.643688e-01, -1.546215e-01
-6.409064e+01, 1.679739e-01, -1.576926e-01
-6.399065e+01, 1.642353e-01, -1.546215e-01
-6.389106e+01, 1.651699e-01, -1.570249e-01
-6.379050e+01, 1.646358e-01, -1.560903e-01
-6.369035e+01, 1.662381e-01, -1.568914e-01
-6.359114e+01, 1.679739e-01, -1.568914e-01
-6.349088e+01, 1.679739e-01, -1.583602e-01
-6.339143e+01, 1.627665e-01, -1.534198e-01
-6.329142e+01, 1.646358e-01, -1.560903e-01
-6.319171e+01, 1.679739e-01, -1.568914e-01
-6.309159e+01, 1.679739e-01, -1.576926e-01
-6.299077e+01, 1.630335e-01, -1.542209e-01
-6.289147e+01, 1.679739e-01, -1.588943e-01
-6.279065e+01, 1.679739e-01, -1.588943e-01
-6.269078e+01, 1.626330e-01, -1.531527e-01
-6.259075e+01, 1.643688e-01, -5.835025e-02
-6.249118e+01, 1.679739e-01, -2.350033e-02
-6.239235e+01, 1.679739e-01, -3.471640e-03
-6.229154e+01, 1.627665e-01, -4.005738e-03
-6.219087e+01, 1.646358e-01, -4.005738e-03
-6.209087e+01, 1.658376e-01, -3.471640e-03
-6.199151e+01, 1.679739e-01, -3.872213e-03
-6.189072e+01, 1.630335e-01, -4.005738e-03
-6.179033e+01, 1.538203e-01, -3.471640e-03
-6.169116e+01, 1.332575e-01, -3.471640e-03
-6.159086e+01, 1.455418e-02, -4.005738e-03
-6.149085e+01, 4.940410e-03, -3.872213e-03
-6.139142e+01, 4.806886e-03, -3.738689e-03
-6.129159e+01, 4.806886e-03, -3.471640e-03
-6.119077e+01, 4.806886e-03, -3.471640e-03
-6.109161e+01, 4.806886e-03, -3.738689e-03
-6.099069e+01, 4.806886e-03, -3.738689e-03
-6.089085e+01, 4.806886e-03, -3.071066e-03
-6.079092e+01, 4.806886e-03, -3.872213e-03
-6.069085e+01, 4.940410e-03, -3.872213e-03
-6.059086e+01, 4.806886e-03, -3.738689e-03
-6.049093e+01, 4.806886e-03, -3.204590e-03
-6.039172e+01, 2.136394e-03, -3.204590e-03
-6.029174e+01, 2.269918e-03, -3.738689e-03
-6.019099e+01, 4.272787e-03, -3.071066e-03
-6.009096e+01, 4.272787e-03, -3.071066e-03
-5.999171e+01, 4.539836e-03, -3.872213e-03
-5.989103e+01, 4.539836e-03, -3.738689e-03
-5.979097e+01, 4.272787e-03, -3.071066e-03
-5.969176e+01, 4.272787e-03, -3.071066e-03
-5.959083e+01, 4.539836e-03, -3.872213e-03
-5.949141e+01, 4.539836e-03, -3.738689e-03
-5.939124e+01, 4.272787e-03, -3.738689e-03
-5.929145e+01, 4.272787e-03, -3.738689e-03
-5.919168e+01, 4.272787e-03, -4.499779e-02
-5.909115e+01, 4.539836e-03, -8.892738e-02
-5.899215e+01, 4.539836e-03, -1.191039e-01
-5.889097e+01, 4.272787e-03, -1.317888e-01
-5.879262e+01, 4.272787e-03, -1.307206e-01
-5.869136e+01, 4.539836e-03, -1.359280e-01
-5.859108e+01, 4.539836e-03, -1.368627e-01
-5.849121e+01, 4.272787e-03, -1.398003e-01
-5.839127e+01, 6.195541e-02, -1.352604e-01
-5.829132e+01, 1.235103e-01, -1.352604e-01
-5.819136e+01, 1.316553e-01, -1.373968e-01
-5.809121e+01, 1.399338e-01, -1.391326e-01
-5.799188e+01, 1.399338e-01, -1.373968e-01
-5.789184e+01, 1.399338e-01, -1.347263e-01
-5.779234e+01, 1.399338e-01, -1.379309e-01
-5.769161e+01, 1.399338e-01, -1.379309e-01
-5.759106e+01, 1.399338e-01, -1.367292e-01
-5.749174e+01, 1.399338e-01, -1.455418e-01
-5.739129e+01, 1.399338e-01, -1.512834e-01
-5.729207e+01, 1.399338e-01, -1.526186e-01
-5.719134e+01, 1.399338e-01, -1.544880e-01
-5.709119e+01, 1.399338e-01, -1.503487e-01
-5.699124e+01, 1.399338e-01, -1.558232e-01
-5.689121e+01, 1.402008e-01, -1.558232e-01
-5.679138e+01, 1.404679e-01, -1.519510e-01
-5.669204e+01, 1.524851e-01, -1.507493e-01
-5.659120e+01, 1.516839e-01, -1.515504e-01
-5.649129e+01, 1.539539e-01, -1.564908e-01
-5.639070e+01, 1.542209e-01, -1.511498e-01
-5.629193e+01, 1.542209e-01, -1.519510e-01
-5.619245e+01, 1.508828e-01, -1.532862e-01
-5.609228e+01, 1.543544e-01, -1.544880e-01
-5.599154e+01, 1.538203e-01, -1.503487e-01
-5.589216e+01, 1.516839e-01, -1.512834e-01
-5.579225e+01, 1.528857e-01, -1.544880e-01
-5.569163e+01, 1.544880e-01, -1.519510e-01
-5.559200e+01, 1.544880e-01, -1.524851e-01
-5.549139e+01, 1.516839e-01, -1.515504e-01
-5.539150e+01, 1.516839e-01, -1.512834e-01
-5.529223e+01, 1.518175e-01, -1.544880e-01
-5.519175e+01, 1.544880e-01, -1.524851e-01
-5.509221e+01, 1.550221e-01, -1.524851e-01
-5.499186e+01, 1.516839e-01, -1.515504e-01
-5.489293e+01, 1.516839e-01, -1.512834e-01
-5.479272e+01, 1.548885e-01, -1.526186e-01
-5.469155e+01, 1.542209e-01, -1.519510e-01
-5.459217e+01, 1.508828e-01, -1.532862e-01
-5.449176e+01, 1.508828e-01, -1.515504e-01
-5.439179e+01, 1.554226e-01, -1.373968e-01
-5.429167e+01, 1.516839e-01, -2.443500e-02
-5.419170e+01, 1.524851e-01, -4.673361e-03
-5.409166e+01, 1.543544e-01, -4.673361e-03
-5.399177e+01, 1.550221e-01, -4.673361e-03
-5.389172e+01, 1.516839e-01, -2.563672e-02
-5.379230e+01, 1.516839e-01, -8.238468e-02
-5.369176e+01, 1.114930e-01, -1.213739e-01
-5.359161e+01, 1.882697e-02, -1.215074e-01
-5.349181e+01, 7.210328e-03, -1.253796e-01
-5.339220e+01, 7.210328e-03, -1.253796e-01
-5.329171e+01, 7.210328e-03, -1.253796e-01
-5.319172e+01, 7.343853e-03, -1.259137e-01
-5.309180e+01, 1.028139e-02, -1.259137e-01
-5.299192e+01, 8.825976e-02, -1.253796e-01
-5.289235e+01, 1.154988e-01, -1.253796e-01
-5.279213e+01, 1.162999e-01, -1.251125e-01
-5.269171e+01, 1.275160e-01, -1.276495e-01
-5.259178e+01, 1.267148e-01, -1.253796e-01
-5.249176e+01, 1.263143e-01, -1.251125e-01
-5.239244e+01, 1.253796e-01, -1.251125e-01
-5.229185e+01, 1.275160e-01, -1.281836e-01
-5.219192e+01, 1.275160e-01, -1.281836e-01
-5.209256e+01, 1.241779e-01, -1.253796e-01
-5.199198e+01, 1.263143e-01, -1.259137e-01
-5.189191e+01, 1.272489e-01, -1.253796e-01
-5.179254e+01, 1.275160e-01, -1.311212e-01
-5.169243e+01, 1.251125e-01, -1.438060e-01
-5.159265e+01, 1.279166e-01, -1.432719e-01
-5.149261e+01, 1.279166e-01, -1.426043e-01
-5.139167e+01, 1.241779e-01, -1.427378e-01
-5.129180e+01, 1.253796e-01, -1.447407e-01
-5.119276e+01, 1.251125e-01, -1.438060e-01
-5.109201e+01, 1.468771e-01, -1.432719e-01
-5.099261e+01, 1.464765e-01, -1.426043e-01
-5.089197e+01, 1.487464e-01, -1.427378e-01
-5.079202e+01, 1.454083e-01, -1.447407e-01
-5.069202e+01, 1.478117e-01, -1.439395e-01
-5.059277e+01, 1.468771e-01, -1.432719e-01
-5.049194e+01, 1.472776e-01, -1.420702e-01
-5.039192e+01, 1.487464e-01, -1.427378e-01
-5.029224e+01, 1.454083e-01, -1.423372e-01
-5.019207e+01, 1.478117e-01, -1.439395e-01
-5.009228e+01, 1.503487e-01, -1.444736e-01
-4.999224e+01, 1.439395e-01, -1.443401e-01
-4.989269e+01, 1.464765e-01, -1.426043e-01
-4.979215e+01, 1.496811e-01, -1.442066e-01
-4.969224e+01, 1.496811e-01, -1.442066e-01
-4.959245e+01, 1.440730e-01, -1.430048e-01
-4.949253e+01, 1.468771e-01, -1.432719e-01
-4.939203e+01, 1.488799e-01, -1.451412e-01
-4.929253e+01, 1.487464e-01, -1.427378e-01
-4.919189e+01, 1.496811e-01, -1.442066e-01
-4.909284e+01, 1.440730e-01, -1.430048e-01
-4.899234e+01, 1.440730e-01, -1.443401e-01
-4.889184e+01, 1.488799e-01, -1.442066e-01
-4.879222e+01, 1.487464e-01, -1.427378e-01
-4.869203e+01, 1.450077e-01, -1.415361e-01
-4.859213e+01, 1.450077e-01, -1.269819e-01
-4.849229e+01, 1.499481e-01, -1.269819e-01
-4.839216e+01, 1.443401e-01, -1.261807e-01
-4.829228e+01, 1.450077e-01, -1.261807e-01
-4.819220e+01, 1.478117e-01, -1.260472e-01
-4.809296e+01, 1.503487e-01, -1.272489e-01
-4.799231e+01, 1.464765e-01, -1.272489e-01
-4.789237e+01, 1.474112e-01, -1.261807e-01
-4.779305e+01, 1.482123e-01, -1.267148e-01
-4.769302e+01, 1.482123e-01, -1.267148e-01
-4.759291e+01, 1.474112e-01, -1.261807e-01
-4.749294e+01, 1.474112e-01, -1.269819e-01
-4.739293e+01, 1.482123e-01, -1.267148e-01
-4.729221e+01, 1.458089e-01, -1.259137e-01
-4.719215e+01, 1.474112e-01, -1.451412e-01
-4.709251e+01, 1.482123e-01, -1.592948e-01
-4.699302e+01, 1.474112e-01, -1.584937e-01
-4.689237e+01, 1.482123e-01, -1.600960e-01
-4.679285e+01, 1.458089e-01, -1.591613e-01
-4.669315e+01, 1.474112e-01, -1.576926e-01
-4.659256e+01, 1.482123e-01, -1.592948e-01
-4.649254e+01, 1.482123e-01, -1.599625e-01
-4.639329e+01, 1.639682e-01, -1.591613e-01
-4.629253e+01, 1.639682e-01, -1.591613e-01
-4.619254e+01, 1.639682e-01, -1.592948e-01
-4.609247e+01, 1.646358e-01, -1.592948e-01
-4.599323e+01, 1.639682e-01, -1.582266e-01
-4.589256e+01, 1.639682e-01, -1.591613e-01
-4.579268e+01, 1.639682e-01, -1.849316e-01
-4.569315e+01, 1.639682e-01, -1.849316e-01
-4.559258e+01, 1.639682e-01, -1.849316e-01
-4.549313e+01, 1.639682e-01, -1.851986e-01
-4.539280e+01, 1.646358e-01, -1.839969e-01
-4.529333e+01, 1.639682e-01, -1.853321e-01
-4.519310e+01, 1.639682e-01, -1.853321e-01
-4.509283e+01, 1.639682e-01, -1.851986e-01
-4.499232e+01, 1.639682e-01, -1.851986e-01
-4.489267e+01, 1.646358e-01, -1.839969e-01
-4.479294e+01, 1.639682e-01, -1.838634e-01
-4.469350e+01, 1.639682e-01, -1.853321e-01
-4.459249e+01, 1.639682e-01, -1.851986e-01
-4.449330e+01, 1.639682e-01, -1.851986e-01
-4.439242e+01, 1.639682e-01, -1.849316e-01
-4.429320e+01, 1.639682e-01, -1.849316e-01
-4.419318e+01, 1.639682e-01, -1.839969e-01
-4.409289e+01, 1.646358e-01, -1.839969e-01
-4.399298e+01, 1.639682e-01, -1.849316e-01
-4.389451e+01, 1.639682e-01, -1.851986e-01
-4.379403e+01, 1.639682e-01, -1.851986e-01
-4.369288e+01, 1.639682e-01, -1.838634e-01
-4.359286e+01, 1.646358e-01, -1.839969e-01
-4.349276e+01, 1.639682e-01, -1.841304e-01
-4.339289e+01, 1.639682e-01, -1.851986e-01
-4.329343e+01, 1.512834e-01, -1.849316e-01
-4.319271e+01, 1.506157e-01, -1.838634e-01
-4.309271e+01, 1.531527e-01, -1.839969e-01
-4.299287e+01, 1.524851e-01, -1.841304e-01
-4.289360e+01, 1.536868e-01, -1.851986e-01
-4.279302e+01, 1.512834e-01, -1.446071e-01
-4.269282e+01, 1.506157e-01, -1.442066e-01
-4.259370e+01, 1.531527e-01, -1.406014e-01
-4.249292e+01, 1.534198e-01, -1.431384e-01
-4.239293e+01, 1.534198e-01, -1.387321e-01
-4.229288e+01, 1.516839e-01, -1.385985e-01
-4.219346e+01, 1.536868e-01, -1.376639e-01
-4.209297e+01, 1.534198e-01, -1.380644e-01
-4.199334e+01, 1.534198e-01, -1.387321e-01
-4.189415e+01, 1.524851e-01, -1.383315e-01
-4.179356e+01, 1.524851e-01, -1.383315e-01
-4.169334e+01, 1.534198e-01, -1.381980e-01
-4.159341e+01, 1.506157e-01, -1.389991e-01
-4.149298e+01, 1.512834e-01, -1.391326e-01
-4.139346e+01, 1.536868e-01, -1.380644e-01
-4.129300e+01, 1.534198e-01, -1.387321e-01
-4.119280e+01, 1.516839e-01, -1.385985e-01
-4.109349e+01, 1.516839e-01, -1.312547e-01
-4.099337e+01, 1.534198e-01, -1.291183e-01
-4.089302e+01, 1.534198e-01, -1.293853e-01
-4.079308e+01, 1.512834e-01, -1.301865e-01
-4.069358e+01, 1.524851e-01, -1.312547e-01
-4.059287e+01, 1.698433e-01, -1.283171e-01
-4.049387e+01, 1.690421e-01, -1.291183e-01
-4.039388e+01, 1.673063e-01, -1.304535e-01
-4.029309e+01, 1.670393e-01, -1.305871e-01
-4.019391e+01, 1.697098e-01, -1.292518e-01
-4.009399e+01, 1.698433e-01, -1.291183e-01
-3.999340e+01, 1.690421e-01, -1.291183e-01
-3.989402e+01, 1.673063e-01, -1.304535e-01
-3.979320e+01, 1.670393e-01, -1.305871e-01
-3.969383e+01, 1.670393e-01, -1.033480e-01
-3.959379e+01, 1.683745e-01, -9.573714e-02
-3.949331e+01, 1.666387e-01, -9.480246e-02
-3.939409e+01, 1.653035e-01, -9.493599e-02
-3.929345e+01, 1.682410e-01, -9.533656e-02
-3.919307e+01, 1.683745e-01, -9.533656e-02
-3.909403e+01, 1.683745e-01, -9.573714e-02
-3.899286e+01, 1.653035e-01, -9.493599e-02
-3.889407e+01, 1.653035e-01, -9.466894e-02
-3.879376e+01, 1.682410e-01, -9.533656e-02
-3.869320e+01, 1.683745e-01, -9.573714e-02
-3.859419e+01, 1.683745e-01, -9.573714e-02
